Devices
1000
		Delsys Trigno - Voltage		
Frame	Sub Frame	EMG 1	EMG 2
		V	V
2417	0	-0.365143	0.00610352
2417	1	-0.427551	0.0146484
2417	2	-0.417786	0.00366211
2417	3	-0.248108	0.00823975
2417	4	-0.148926	0.00320435
2417	5	-0.17746	0.0088501
2417	6	-0.149536	0.0114441
2417	7	-0.131073	0.0062561
2417	8	-0.171814	0.0141907
2417	9	-0.203857	0.00869751
2418	0	-0.301514	-0.00274658
2418	1	-0.437164	0.00350952
2418	2	-0.266724	0.00549316
2418	3	0.105591	0.0134277
2418	4	0.188599	-0.000915527
2418	5	0.122681	0.00320435
2418	6	0.0965881	0.00946045
2418	7	0.00640869	0.0112915
2418	8	-0.253448	0.0100708
2418	9	-0.503387	0.0125122
2419	0	-0.403137	0.00823975
2419	1	-0.27771	0.00411987
2419	2	0.0895691	0.00900269
2419	3	0.462494	0.00839233
2419	4	0.379181	0.0170898
2419	5	0.237732	0.00839233
2419	6	0.142365	0.0112915
2419	7	0.199738	-0.000457764
2419	8	0.324707	0
2419	9	0.36911	0.00823975
2420	0	0.229187	0.0143433
2420	1	-0.091095	0.00473022
2420	2	-0.0227356	-0.000457764
2420	3	0.166321	0.0106812
2420	4	-0.0328064	0.00442505
2420	5	0.0125122	0.01297
2420	6	-0.235901	0.00808716
2420	7	-0.261688	0.00747681
2420	8	0.0262451	0.0215149
2420	9	0.0547791	0.0138855
2421	0	0.0346375	0.0120544
2421	1	0.065918	0.00991821
2421	2	0.0410461	0.00991821
2421	3	0.0822449	0.00549316
2421	4	0.163574	0.0111389
2421	5	-0.0325012	0.00640869
2421	6	-0.293884	0.0193787
2421	7	-0.108643	0.0141907
2421	8	-0.305023	0.00732422
2421	9	-0.483093	0.0105286
2422	0	-0.0650024	0.00640869
2422	1	0.122375	0.00991821
2422	2	-0.00595093	0.00808716
2422	3	-0.270996	0.00961304
2422	4	-0.290527	0.00366211
2422	5	0.08255	0.0100708
2422	6	0.526733	0.0100708
2422	7	0.682983	0.0102234
2422	8	0.553741	0.0138855
2422	9	0.284271	0.00564575
2423	0	0.0576782	0.0115967
2423	1	0.113983	0.00823975
2423	2	0.0535583	0.00488281
2423	3	-0.155182	0.00854492
2423	4	-0.331268	0.00747681
2423	5	-0.273132	0.0100708
2423	6	-0.362091	0.00991821
2423	7	-0.519104	0.00854492
2423	8	-0.282593	0.00915527
2423	9	-0.183411	0.0126648
2424	0	-0.362701	0.00167847
2424	1	-0.590363	0.00946045
2424	2	-0.436096	0.0126648
2424	3	-0.123138	0.00915527
2424	4	-0.0863647	0.0106812
2424	5	-0.108185	0.00793457
2424	6	-0.105896	0.00778198
2424	7	-0.140533	0.00915527
2424	8	-0.29007	0.0146484
2424	9	-0.465851	0.00457764
2425	0	-0.258179	0.0170898
2425	1	0.270386	0.00686646
2425	2	0.249634	0.00930786
2425	3	0.103149	0.00930786
2425	4	0.100403	0.0111389
2425	5	0.296326	0.0135803
2425	6	0.410461	0.0062561
2425	7	0.45105	0.020752
2425	8	0.433502	0.00961304
2425	9	0.305634	0.0088501
2426	0	0.17807	0.00671387
2426	1	0.105743	0.00808716
2426	2	0.0401306	0.00167847
2426	3	0.00167847	0.0088501
2426	4	0.0628662	0.00732422
2426	5	0.121155	0.0192261
2426	6	0.0102234	0.00717163
2426	7	-0.000610352	0.00732422
2426	8	0.117798	0.0111389
2426	9	0.189514	0.00305176
2427	0	0.167389	0.0119019
2427	1	0.0836182	0.0115967
2427	2	0.000305176	0.00961304
2427	3	0.00610352	0.00213623
2427	4	0.201111	0.00747681
2427	5	0.375366	0.0123596
2427	6	0.291901	0.00976563
2427	7	0.173035	0.00869751
2427	8	0.136871	0.00839233
2427	9	-0.345612	0.0146484
2428	0	-1.10321	0.00778198
2428	1	-0.713043	0.0112915
2428	2	0.0445557	0.00747681
2428	3	0.344543	0.0125122
2428	4	0.425415	0.00961304
2428	5	0.517883	0.00976563
2428	6	0.496368	0.00579834
2428	7	0.803528	0.00976563
2428	8	1.13251	0.0088501
2428	9	1.07254	0.0105286
2429	0	0.806427	0.0114441
2429	1	0.651703	0.00610352
2429	2	0.569611	0.0135803
2429	3	0.297394	0.0123596
2429	4	0.0637817	0.00717163
2429	5	-0.0253296	0.00854492
2429	6	-0.137787	0.0109863
2429	7	-0.31189	0.00579834
2429	8	-0.507355	0.0177002
2429	9	-0.552063	0.0131226
2430	0	-0.510712	0.010376
2430	1	-0.283966	0.0105286
2430	2	0.0202942	0.0137329
2430	3	0.0762939	0.0100708
2430	4	0.0497437	0.00274658
2430	5	-0.052948	0.0144958
2430	6	-0.149994	0.0161743
2430	7	-0.26474	0.0114441
2430	8	-0.276031	0.00778198
2430	9	-0.286102	0.00961304
2431	0	-0.306702	0.00534058
2431	1	-0.222931	0.0123596
2431	2	-0.245361	0.012207
2431	3	-0.249634	0.0109863
2431	4	-0.185242	0.0120544
2431	5	-0.156403	0.0115967
2431	6	-0.178223	0.00946045
2431	7	-0.227661	0.00793457
2431	8	-0.219879	0.0112915
2431	9	-0.216522	0.0134277
2432	0	-0.216522	0.0117493
2432	1	0.0747681	0.0111389
2432	2	0.375214	0.00686646
2432	3	0.202026	0.00595093
2432	4	0.0627136	0.00137329
2432	5	-0.00396729	0.0137329
2432	6	-0.0779724	0.00778198
2432	7	-0.262146	-0.0038147
2432	8	-0.216217	0.00961304
2432	9	-0.0976563	0.00930786
2433	0	-0.179749	0.00656128
2433	1	-0.212402	0.00640869
2433	2	0.0808716	0.0123596
2433	3	0.209656	0.00915527
2433	4	0.222626	0.012207
2433	5	0.150299	0.00656128
2433	6	-0.0570679	0.0117493
2433	7	0.0247192	0.0100708
2433	8	0.0984192	0.0050354
2433	9	-0.0325012	0.0138855
2434	0	-0.169525	0.000457764
2434	1	-0.369415	0.00656128
2434	2	-0.0564575	0.0050354
2434	3	0.368652	0.00686646
2434	4	0.406036	0.0115967
2434	5	0.402069	0.0038147
2434	6	0.278625	0.0106812
2434	7	0.116882	0.0198364
2434	8	-0.0424194	0.00732422
2434	9	-0.0576782	0.00274658
2435	0	0.0631714	0.0114441
2435	1	0.155945	0.00747681
2435	2	0.00900269	0.00823975
2435	3	-0.386658	0.0128174
2435	4	-0.614471	0.00778198
2435	5	-0.251007	0.00930786
2435	6	0.155029	0.00747681
2435	7	0.135803	0.00946045
2435	8	0.107117	0.00747681
2435	9	0.236664	0.00747681
2436	0	0.257874	0.00564575
2436	1	0.208282	0.00518799
2436	2	0.225067	0.0128174
2436	3	0.428314	0.00930786
2436	4	0.299377	0.00671387
2436	5	-0.0483704	0.012207
2436	6	-0.224304	0.00991821
2436	7	-0.308533	0.00701904
2436	8	-0.382233	0.0100708
2436	9	-0.283813	0.00823975
2437	0	-0.0894165	0.0164795
2437	1	-0.0521851	0.00808716
2437	2	-0.186157	0.00991821
2437	3	-0.35675	0.00701904
2437	4	-0.241394	0.00473022
2437	5	-0.19165	0.0137329
2437	6	-0.0314331	0.0123596
2437	7	0.0798035	0.0117493
2437	8	-0.0935364	0.00976563
2437	9	-0.361786	0.0117493
2438	0	-0.294342	0.00595093
2438	1	-0.032959	0.012207
2438	2	-0.0146484	0.00976563
2438	3	-0.0256348	0.00869751
2438	4	-0.068512	0.00762939
2438	5	-0.26413	0.0135803
2438	6	0.0640869	0.0112915
2438	7	0.532074	0.000457764
2438	8	0.547333	0.00183105
2438	9	0.30838	0.00686646
2439	0	0.161743	0.00488281
2439	1	0.146942	0.00488281
2439	2	0.17334	0.0114441
2439	3	0.187531	0.00747681
2439	4	0.150146	0.00244141
2439	5	0.106201	0.014801
2439	6	0.0637817	0.00366211
2439	7	-0.12207	0.0158691
2439	8	-0.39917	0.00427246
2439	9	-0.391998	0.0152588
2440	0	-0.0273132	0.0106812
2440	1	0.0990295	0.00717163
2440	2	0.0723267	0.00442505
2440	3	0.0500488	0.0157166
2440	4	-0.010376	0.0100708
2440	5	-0.270844	0.00823975
2440	6	-0.444641	0.00366211
2440	7	-0.0120544	0.00854492
2440	8	0.0862122	0.00320435
2440	9	-0.210114	0.00396729
2441	0	-0.193939	0.015564
2441	1	0.276184	0.0125122
2441	2	0.404053	0.0117493
2441	3	0.359192	0.00564575
2441	4	0.176544	0.00137329
2441	5	0.0854492	0.00778198
2441	6	0.160522	-0.00335693
2441	7	0.0956726	0.0192261
2441	8	-0.116882	0.00228882
2441	9	-0.354767	0.00656128
2442	0	-0.293274	0.00747681
2442	1	-0.335388	0.00396729
2442	2	-0.622711	0.0250244
2442	3	-0.068512	0.0128174
2442	4	0.859528	0.000305176
2442	5	0.939026	0.0135803
2442	6	0.744629	0.0189209
2442	7	0.529785	0.0187683
2442	8	0.372162	0.0180054
2442	9	0.282898	-0.0012207
2443	0	0.274048	0.00869751
2443	1	0.147247	0.0193787
2443	2	-0.0398254	0.0140381
2443	3	-0.135345	0.0151062
2443	4	-0.195007	0.0120544
2443	5	-0.296783	0.010376
2443	6	-0.335236	0.00152588
2443	7	-0.278931	0.0140381
2443	8	-0.267792	0.00900269
2443	9	-0.342255	0.0111389
2444	0	-0.314789	0
2444	1	-0.263519	0.0144958
2444	2	-0.26886	0.00930786
2444	3	-0.202332	0.00961304
2444	4	-0.170746	0.0123596
2444	5	-0.229797	0.00610352
2444	6	-0.292664	0.0108337
2444	7	-0.324249	0.00900269
2444	8	-0.348969	0.0105286
2444	9	-0.21347	0.00564575
2445	0	-0.0842285	0.0102234
2445	1	-0.28595	0.00946045
2445	2	-0.1297	0.00778198
2445	3	-0.0500488	0.00839233
2445	4	0.124207	0.00930786
2445	5	0.00152588	0.0100708
2445	6	0.0506592	0.0100708
2445	7	0.285645	0.0105286
2445	8	0.310364	0.00793457
2445	9	0.244141	0.0141907
2446	0	0.0430298	0.00686646
2446	1	-0.0630188	0.00976563
2446	2	0.136719	0.0108337
2446	3	0.370636	0.00976563
2446	4	0.306091	0.01297
2446	5	0.187683	0.00564575
2446	6	0.0828552	0.0141907
2446	7	-0.178223	0.00732422
2446	8	-0.187225	0.0109863
2446	9	0.0274658	0.00427246
2447	0	-0.0125122	0.012207
2447	1	0.0224304	0.0140381
2447	2	-0.101166	0.0108337
2447	3	-0.116882	0.0120544
2447	4	0.113831	0.00701904
2447	5	0.304718	0.0106812
2447	6	0.417938	0.00396729
2447	7	0.325317	0.0131226
2447	8	0.155029	0.00640869
2447	9	-0.0158691	0.0088501
2448	0	-0.203247	0.0143433
2448	1	-0.225677	0.00915527
2448	2	-0.0508118	0.0119019
2448	3	0.0262451	0.00518799
2448	4	-0.0157166	0.0138855
2448	5	-0.132904	0.0100708
2448	6	-0.248871	0.0106812
2448	7	-0.213165	0.00457764
2448	8	-0.144501	0.0106812
2448	9	-0.124969	0.0144958
2449	0	-0.0784302	0.00473022
2449	1	-0.199432	0.0100708
2449	2	-0.103455	0.00839233
2449	3	-0.0695801	0.0123596
2449	4	-0.13382	0.00427246
2449	5	-0.127258	0.0102234
2449	6	0.116119	0.00961304
2449	7	0.115967	0.00488281
2449	8	-0.0358582	0.00564575
2449	9	0.085144	0.00335693
2450	0	0.367432	0.0135803
2450	1	0.227051	0.00579834
2450	2	-0.0151062	0.0109863
2450	3	-0.13855	0.00778198
2450	4	-0.169525	0.00732422
2450	5	-0.243225	0.00976563
2450	6	-0.609283	0.0100708
2450	7	-0.662384	0.01297
2450	8	0.225983	0.01297
2450	9	0.641327	0.0125122
2451	0	0.578308	0.00732422
2451	1	0.409698	0.0088501
2451	2	0.180969	0.00701904
2451	3	-0.075531	0.00701904
2451	4	-0.0216675	0.00747681
2451	5	-0.00701904	0.00991821
2451	6	-0.0898743	0.0102234
2451	7	0.0360107	0.00762939
2451	8	0.0358582	0.0152588
2451	9	0.0621033	0.00961304
2452	0	0.0657654	0.0111389
2452	1	0.0749207	0.00930786
2452	2	0.201111	0.0158691
2452	3	0.331573	0.00579834
2452	4	0.176392	0.010376
2452	5	-0.0613403	0.00640869
2452	6	-0.155487	0.00930786
2452	7	-0.13031	0.00305176
2452	8	-0.0920105	0.00900269
2452	9	-0.0941467	0.00839233
2453	0	-0.0852966	0.0062561
2453	1	-0.103302	0.00778198
2453	2	-0.200806	0.00610352
2453	3	-0.358124	0.00991821
2453	4	-0.255127	0.00442505
2453	5	0.0907898	0.012207
2453	6	0.108795	0.00823975
2453	7	-0.134888	0.0102234
2453	8	-0.215607	0.0135803
2453	9	-0.124054	0.0119019
2454	0	-0.121155	0.0109863
2454	1	0.0535583	0.00808716
2454	2	0.102539	0.012207
2454	3	-0.068512	0.0050354
2454	4	-0.276642	0.0102234
2454	5	-0.289764	0.0088501
2454	6	-0.145721	0.00946045
2454	7	0.00732422	0.0102234
2454	8	0.232239	0.0105286
2454	9	0.361023	0.0111389
2455	0	0.371094	0.00396729
2455	1	0.253601	0.00915527
2455	2	0.188293	0.00656128
2455	3	0.0717163	0.0105286
2455	4	-0.0114441	0.00534058
2455	5	-0.0688171	0.00686646
2455	6	-0.123901	0.0128174
2455	7	-0.137024	0.00900269
2455	8	-0.108643	0.0186157
2455	9	-0.0186157	0.00854492
2456	0	-0.000457764	0.0108337
2456	1	-0.15976	0.00640869
2456	2	-0.195618	0.00823975
2456	3	-0.0524902	0.0115967
2456	4	-0.268402	0.00900269
2456	5	-0.172729	0.00961304
2456	6	-0.0561523	0.00915527
2456	7	-0.0215149	0.00991821
2456	8	0.090332	0.000915527
2456	9	0.0178528	0.00946045
2457	0	-0.122681	0.00488281
2457	1	-0.328064	0.00457764
2457	2	-0.266418	0.0012207
2457	3	0.120239	0.00778198
2457	4	0.303192	0.00869751
2457	5	0.243835	0.00686646
2457	6	0.201721	0.00915527
2457	7	0.119171	0.0114441
2457	8	-0.205383	0.0126648
2457	9	-0.254974	0.00793457
2458	0	-0.0645447	0.0119019
2458	1	-0.100403	0.0137329
2458	2	0.352783	0.0134277
2458	3	0.0799561	0.0102234
2458	4	-0.197296	0.00946045
2458	5	0.0886536	0.00350952
2458	6	0.146332	-0.00106812
2458	7	0.231476	0.00228882
2458	8	0.259247	-0.00396729
2458	9	0.350037	0.0161743
2459	0	0.300446	0.00640869
2459	1	0.101929	0.00610352
2459	2	-0.0234985	0.0108337
2459	3	-0.0692749	0.00808716
2459	4	-0.0680542	0.010376
2459	5	0.0154114	0.00793457
2459	6	0.0169373	0.0178528
2459	7	-0.0325012	0.018158
2459	8	-0.0418091	0.00564575
2459	9	0.0012207	0.0186157
2460	0	0.0189209	0.00701904
2460	1	-0.0210571	0.00808716
2460	2	-0.0439453	0.0088501
2460	3	-0.0985718	0.0100708
2460	4	-0.13855	0.00289917
2460	5	-0.110626	0.00976563
2460	6	-0.0863647	0.00320435
2460	7	-0.0694275	0.00991821
2460	8	-0.0363159	0.00869751
2460	9	-0.0535583	0.00915527
2461	0	-0.0723267	0.0109863
2461	1	-0.135345	0.010376
2461	2	-0.241241	0.00961304
2461	3	-0.144653	0.000152588
2461	4	0.0486755	0.00915527
2461	5	0.0827026	0.00839233
2461	6	0.0744629	0.00335693
2461	7	0.0514221	-0.00244141
2461	8	0.078125	0.0050354
2461	9	0.115814	0.00259399
2462	0	0.0970459	0.0115967
2462	1	0.0753784	0.00747681
2462	2	0.0411987	0.012207
2462	3	0.0177002	0.0166321
2462	4	-0.010376	0.00534058
2462	5	-0.0257874	0.0106812
2462	6	-0.0135803	0.0196838
2462	7	-0.0160217	0.0161743
2462	8	-0.0172424	0.017395
2462	9	-0.018158	0.000457764
2463	0	-0.0259399	-0.00320435
2463	1	-0.0201416	0.00137329
2463	2	-0.0125122	-0.00167847
2463	3	-0.010376	0.00259399
2463	4	-0.00686646	0.00442505
2463	5	-0.00946045	0.0140381
2463	6	0.000610352	0.0157166
2463	7	0.0143433	0.0143433
2463	8	0.0012207	0.0164795
2463	9	0.000457764	0.0135803
2464	0	0.00915527	0.0158691
2464	1	0.0111389	0.0164795
2464	2	-0.0276184	0.0109863
2464	3	-0.107574	0.0125122
2464	4	-0.0450134	0.00732422
2464	5	0.0732422	0.0149536
2464	6	0.0721741	0.00717163
2464	7	0.0378418	0.0164795
2464	8	-0.0328064	0.00808716
2464	9	-0.0798035	0.0106812
2465	0	0.118866	0.00656128
2465	1	0.200653	0.00930786
2465	2	0.128326	0.00991821
2465	3	0.111389	0.00488281
2465	4	0.116119	0.0114441
2465	5	0.0923157	0.00671387
2465	6	0.0523376	0.0120544
2465	7	0.0396729	0.00167847
2465	8	0.0288391	0.00976563
2465	9	0.00946045	0.00808716
2466	0	0.000762939	0.0105286
2466	1	-0.00289917	0.00778198
2466	2	-0.0250244	0.00610352
2466	3	0.014801	0.0120544
2466	4	0.0175476	0.00518799
2466	5	-0.0352478	0.0152588
2466	6	-0.052948	0.0108337
2466	7	-0.06073	0.00808716
2466	8	-0.0492859	0.00579834
2466	9	-0.0309753	0.00732422
2467	0	-0.0285339	0.00595093
2467	1	-0.0341797	0.00869751
2467	2	-0.00717163	0.00747681
2467	3	0.00335693	0.00686646
2467	4	0.0253296	0.0134277
2467	5	0.03479	0.0105286
2467	6	0.0315857	0.0125122
2467	7	0.0267029	0.00488281
2467	8	-0.00366211	0.0117493
2467	9	0.00350952	0.00839233
2468	0	0.0369263	0.00671387
2468	1	-0.0195313	0.0146484
2468	2	-0.0209045	0.00671387
2468	3	-0.0382996	0.00808716
2468	4	-0.0419617	0.00350952
2468	5	0.0218201	0.0112915
2468	6	0.00167847	0.00457764
2468	7	-0.00854492	0.00701904
2468	8	-0.0123596	0.00701904
2468	9	-0.0177002	0.0100708
2469	0	-0.0337219	0.00701904
2469	1	-0.025177	0.00579834
2469	2	-0.0299072	0.0100708
2469	3	-0.0343323	0.00869751
2469	4	-0.0297546	0.00793457
2469	5	-0.0386047	0.00854492
2469	6	-0.040741	0.00900269
2469	7	-0.0354004	0.0111389
2469	8	-0.0401306	0.0119019
2469	9	-0.0418091	0.0115967
2470	0	-0.0233459	0.0050354
2470	1	-0.0450134	0.0102234
2470	2	-0.0364685	0.00671387
2470	3	-0.0500488	0.0125122
2470	4	-0.0186157	0.00610352
2470	5	-0.00839233	0.00259399
2470	6	-0.0453186	0.00823975
2470	7	-0.0270081	0.00869751
2470	8	-0.0273132	0.00640869
2470	9	-0.0379944	0.0117493
2471	0	-0.027771	0.0088501
2471	1	-0.0228882	0.00717163
2471	2	-0.063324	0.0135803
2471	3	-0.0476074	0.00473022
2471	4	-0.0265503	0.0108337
2471	5	-0.0479126	0.00961304
2471	6	-0.0592041	0.0108337
2471	7	-0.0346375	0.00854492
2471	8	-0.0547791	0.00793457
2471	9	-0.0325012	0.0115967
2472	0	-0.0515747	0.00640869
2472	1	-0.0222778	0.00732422
2472	2	-0.0263977	0.00808716
2472	3	-0.0292969	0.0119019
2472	4	-0.0418091	0.0108337
2472	5	-0.0411987	0.00946045
2472	6	-0.0463867	0.0112915
2472	7	-0.045166	0.00808716
2472	8	-0.032959	0.00640869
2472	9	-0.0360107	0.00854492
2473	0	-0.0495911	0.0175476
2473	1	-0.0596619	0.00869751
2473	2	-0.0584412	0.010376
2473	3	-0.0613403	0.0131226
2473	4	-0.0593567	0.00839233
2473	5	-0.0595093	0.00976563
2473	6	-0.0801086	0.0100708
2473	7	-0.0982666	0.0111389
2473	8	-0.105896	0.00366211
2473	9	-0.120544	0.00747681
2474	0	-0.115204	0.00518799
2474	1	-0.135345	0.00717163
2474	2	-0.110779	0.00747681
2474	3	-0.101166	0.0115967
2474	4	-0.105286	0.00869751
2474	5	-0.0927734	0.00106812
2474	6	-0.0765991	0.00701904
2474	7	-0.0631714	0.00640869
2474	8	-0.0813293	0.015564
2474	9	-0.0498962	0.00762939
2475	0	-0.059967	0.0100708
2475	1	-0.0476074	0.0088501
2475	2	-0.0260925	0.00900269
2475	3	-0.0216675	0.0126648
2475	4	-0.0134277	0.0050354
2475	5	-0.0088501	0.0140381
2475	6	0.0210571	0.00106812
2475	7	0.00427246	0.00915527
2475	8	0.0167847	-0.0012207
2475	9	0.0315857	0.00961304
2476	0	0.0422668	0.0109863
2476	1	0.0521851	0.0088501
2476	2	0.0665283	0.00915527
2476	3	0.0837708	0.00701904
2476	4	0.0889587	0.00366211
2476	5	0.100555	0.00808716
2476	6	0.114746	0.0157166
2476	7	0.102692	0.0120544
2476	8	0.10376	0.0088501
2476	9	0.13092	0.00762939
2477	0	0.126648	0.0106812
2477	1	0.120544	0.00335693
2477	2	0.148773	0.00930786
2477	3	0.141602	0.00930786
2477	4	0.133972	0.0125122
2477	5	0.13443	0.0120544
2477	6	0.128021	0.00656128
2477	7	0.134125	0.0160217
2477	8	0.129852	0.00320435
2477	9	0.115662	0.0184631
2478	0	0.115204	0.00671387
2478	1	0.113678	0.0088501
2478	2	0.111389	0.014801
2478	3	0.106201	0.00747681
2478	4	0.0892639	0.0114441
2478	5	0.0785828	0.00930786
2478	6	0.0868225	0.0151062
2478	7	0.0912476	0.00579834
2478	8	0.0735474	0.00823975
2478	9	0.0648499	0.0108337
2479	0	0.063324	0.0109863
2479	1	0.0508118	0.00442505
2479	2	0.0567627	0.00549316
2479	3	0.03479	0.0109863
2479	4	0.0453186	0.0102234
2479	5	0.0401306	0.00915527
2479	6	0.0262451	0.01297
2479	7	0.0231934	0.00991821
2479	8	0.0126648	0.0149536
2479	9	0.0190735	0.00228882
2480	0	0.0160217	0.00778198
2480	1	-0.0178528	-0.000762939
2480	2	0.00595093	0.00427246
2480	3	0.00289917	0.0115967
2480	4	-0.0198364	0.00152588
2480	5	0.00778198	-0.00167847
2480	6	-0.00900269	0.00411987
2480	7	-0.00335693	0.0062561
2480	8	-0.00350952	-0.00305176
2480	9	-0.00366211	0.0149536
2481	0	-0.0169373	0.0166321
2481	1	-0.0262451	0
2481	2	-0.0102234	0.0167847
2481	3	-0.0279236	0.0134277
2481	4	-0.0239563	0.010376
2481	5	-0.0190735	0.00579834
2481	6	-0.0143433	0.0088501
2481	7	-0.0236511	0.0140381
2481	8	-0.0253296	0.0100708
2481	9	-0.018158	0.0105286
2482	0	-0.0137329	0.0128174
2482	1	-0.032196	0.00808716
2482	2	-0.0106812	0.00457764
2482	3	-0.0125122	0.0123596
2482	4	-0.0274658	0.0132751
2482	5	-0.0149536	0.00137329
2482	6	-0.0172424	0.0131226
2482	7	-0.0335693	-0.00152588
2482	8	-0.0137329	0.0105286
2482	9	-0.0187683	0.00457764
2483	0	-0.0215149	0.0326538
2483	1	-0.0305176	0.0190735
2483	2	-0.0236511	-0.00335693
2483	3	-0.0268555	0.0216675
2483	4	-0.0308228	0.0268555
2483	5	-0.0201416	0.0256348
2483	6	-0.0050354	0.0202942
2483	7	-0.0314331	0.0335693
2483	8	-0.0360107	-0.00656128
2483	9	-0.0111389	0.00137329
2484	0	-0.0305176	0.0198364
2484	1	-0.0198364	0.014801
2484	2	-0.0244141	0.000305176
2484	3	-0.0183105	0.0146484
2484	4	-0.0473022	-0.00396729
2484	5	-0.0263977	-0.00686646
2484	6	-0.0323486	-0.00167847
2484	7	-0.0112915	0.0149536
2484	8	-0.0247192	0.0152588
2484	9	-0.0114441	-0.00183105
2485	0	-0.0248718	0.0154114
2485	1	-0.0469971	0.00717163
2485	2	-0.0325012	0.0117493
2485	3	-0.0172424	-0.00274658
2485	4	-0.0119019	0.0050354
2485	5	-0.0346375	0.00793457
2485	6	-0.0291443	0.0115967
2485	7	-0.0205994	0.0273132
2485	8	-0.0215149	0.0146484
2485	9	-0.0170898	0.0105286
2486	0	-0.0146484	0.010376
2486	1	-0.0215149	0.00946045
2486	2	-0.01297	0.00930786
2486	3	-0.0212097	0.0143433
2486	4	-0.0109863	0.0108337
2486	5	-0.0259399	0.00900269
2486	6	0.00457764	0.0038147
2486	7	-0.0299072	0.00518799
2486	8	-0.0112915	-0.000305176
2486	9	-0.0177002	0.0120544
2487	0	-0.0221252	0.0112915
2487	1	-0.012207	0.00823975
2487	2	-0.0222778	0.00701904
2487	3	-0.0299072	0.0157166
2487	4	0.00915527	0.0202942
2487	5	-0.0152588	0.0241089
2487	6	-0.0140381	0.00228882
2487	7	0.00167847	0.00320435
2487	8	-0.042572	0.00946045
2487	9	-0.0296021	0.00717163
2488	0	-0.0012207	0.0102234
2488	1	0.00259399	-0.0100708
2488	2	-0.04776	0.00274658
2488	3	-0.0119019	0.0050354
2488	4	-0.0344849	0.00259399
2488	5	-0.0434875	0.0192261
2488	6	-0.03479	0.0134277
2488	7	-0.0224304	0.0117493
2488	8	-0.0177002	0.00762939
2488	9	-0.0395203	0.0132751
2489	0	-0.0440979	0.0141907
2489	1	-0.0222778	0.00686646
2489	2	-0.0328064	0.0100708
2489	3	-0.0143433	0.000152588
2489	4	-0.019989	0.00808716
2489	5	-0.027771	0.0143433
2489	6	-0.0294495	0.00213623
2489	7	-0.0212097	0.000610352
2489	8	-0.0250244	0.00427246
2489	9	-0.0193787	0.0135803
2490	0	-0.018158	0.00747681
2490	1	-0.0204468	0.000915527
2490	2	-0.0196838	0.0126648
2490	3	-0.0186157	0.0102234
2490	4	-0.0172424	0.0088501
2490	5	-0.0183105	0.00595093
2490	6	-0.0245667	0.0135803
2490	7	-0.0195313	0.00732422
2490	8	-0.0262451	0.0151062
2490	9	-0.0247192	0.00671387
2491	0	-0.0248718	0.00152588
2491	1	-0.020752	0.00228882
2491	2	-0.0218201	0.00686646
2491	3	-0.0193787	0.0141907
2491	4	-0.0161743	0.00137329
2491	5	-0.0236511	0.00534058
2491	6	-0.019989	0.000457764
2491	7	-0.0236511	0.0132751
2491	8	-0.017395	-0.000610352
2491	9	-0.0172424	-0.000610352
2492	0	-0.0210571	0.00259399
2492	1	-0.0146484	0.0164795
2492	2	-0.0190735	0.0132751
2492	3	-0.0196838	0.00732422
2492	4	-0.0247192	0.0114441
2492	5	-0.0213623	0.00839233
2492	6	-0.0257874	0.00595093
2492	7	-0.0201416	-0.00335693
2492	8	-0.0234985	0.00686646
2492	9	-0.032959	0.0146484
2493	0	-0.0241089	0.00686646
2493	1	-0.0309753	0.00595093
2493	2	-0.0234985	0.0050354
2493	3	-0.0317383	0.0112915
2493	4	-0.0331116	0.00808716
2493	5	-0.0260925	0.0123596
2493	6	-0.0305176	0.00366211
2493	7	-0.0285339	0.00488281
2493	8	-0.0247192	0.014801
2493	9	-0.0238037	0.022583
2494	0	-0.0309753	0.00534058
2494	1	-0.0228882	0.0126648
2494	2	-0.0254822	0.00823975
2494	3	-0.0218201	0.0062561
2494	4	-0.0157166	0.0288391
2494	5	-0.0227356	0.0163269
2494	6	-0.0210571	-0.00167847
2494	7	-0.0215149	-0.00442505
2494	8	-0.0138855	0.0088501
2494	9	-0.0154114	0.0143433
2495	0	-0.00839233	0.0146484
2495	1	-0.0137329	0.00930786
2495	2	-0.0117493	-0.000152588
2495	3	-0.0152588	0.0126648
2495	4	-0.0151062	-0.00564575
2495	5	-0.00778198	-0.0062561
2495	6	-0.00198364	0.0160217
2495	7	-0.00198364	0.00991821
2495	8	0.000915527	0.00854492
2495	9	0.00671387	-0.000762939
2496	0	0.00671387	0.00686646
2496	1	0.0050354	-0.00518799
2496	2	0.00732422	0.00366211
2496	3	0.00610352	0.00549316
2496	4	0.0123596	0.00289917
2496	5	0.0114441	0.00427246
2496	6	0.0152588	-0.00152588
2496	7	0.0131226	0.0144958
2496	8	0.0143433	0.0114441
2496	9	0.0131226	0.0088501
2497	0	0.0126648	0.0196838
2497	1	0.0178528	-0.00640869
2497	2	0.0117493	0.0143433
2497	3	0.0143433	0.0100708
2497	4	0.0135803	0.0177002
2497	5	0.0151062	0.0215149
2497	6	0.0112915	0.00320435
2497	7	0.0125122	0.00320435
2497	8	0.0178528	0.0119019
2497	9	0.0178528	0.0112915
2498	0	0.0102234	-0.000915527
2498	1	0.0138855	-0.00411987
2498	2	0.0186157	0.00610352
2498	3	0.0100708	0.0183105
