Devices
1000
		Delsys Trigno - Voltage		
Frame	Sub Frame	EMG 1	EMG 2
		V	V
381	3	0.0772095	-0.00244141
381	4	0.0344849	0.00274658
381	5	0.171814	0.00457764
381	6	0.246124	0.00442505
381	7	-0.156097	0.0231934
381	8	-0.576019	0.0115967
381	9	-0.329285	-0.00396729
382	0	0.123444	0.00534058
382	1	0.149841	0.0038147
382	2	0.0627136	0.0105286
382	3	0.0732422	-0.0012207
382	4	0.154572	0.00869751
382	5	0.143433	-0.00106812
382	6	0.113068	0.00518799
382	7	0.112915	0.000915527
382	8	0.183868	0.00930786
382	9	0.291901	0.0106812
383	0	0.147552	0.0112915
383	1	-0.0756836	0.00854492
383	2	-0.169678	0.0209045
383	3	-0.121613	0.00289917
383	4	-0.00244141	0.00823975
383	5	0.0502014	0.0161743
383	6	-0.0747681	0.000152588
383	7	-0.16922	0.0117493
383	8	-0.196075	0.0100708
383	9	0.160522	0.00823975
384	0	0.567474	0.00305176
384	1	0.0976563	0.0102234
384	2	-0.796051	0.00991821
384	3	-1.01776	0.0108337
384	4	-0.472412	0.0166321
384	5	0.113831	0.00900269
384	6	0.43869	0.00534058
384	7	0.405121	0.00976563
384	8	0.210419	0.00747681
384	9	0.0672913	0.00930786
385	0	0.0668335	0.00915527
385	1	0.0691223	0.0088501
385	2	-0.0126648	0.0115967
385	3	-0.238037	0.0088501
385	4	-0.323029	0.0112915
385	5	-0.177155	0.010376
385	6	0.0880432	0.00366211
385	7	0.088501	0.0102234
385	8	0.0650024	0.00701904
385	9	-0.223541	0.00961304
386	0	-0.412292	0.00793457
386	1	-0.364227	0.00900269
386	2	-0.320282	0.0123596
386	3	-0.158386	0.00732422
386	4	-0.0038147	0.0115967
386	5	-0.00610352	0.00671387
386	6	-0.0469971	0.00747681
386	7	0.142212	0.00564575
386	8	0.279999	0.00823975
386	9	0.132904	0.00976563
387	0	0.0291443	0.00534058
387	1	-0.00244141	0.00946045
387	2	0.06073	0.00869751
387	3	0.0987244	0.00930786
387	4	-0.0378418	0.00976563
387	5	-0.154266	0.0088501
387	6	-0.14801	0.0120544
387	7	-0.00259399	0.00305176
387	8	0.0895691	0.00778198
387	9	-0.227356	0.00930786
388	0	-0.579071	0.00350952
388	1	-0.382996	0.00839233
388	2	0.0463867	0.00915527
388	3	0.233154	0.00930786
388	4	0.227966	0.00564575
388	5	0.16922	0.00823975
388	6	0.15564	0.00991821
388	7	0.11261	0.00564575
388	8	0.0617981	0.0132751
388	9	0.0569153	0.00610352
389	0	-0.00808716	0.0126648
389	1	-0.0712585	0.00930786
389	2	-0.167847	0.00488281
389	3	-0.259399	0.0120544
389	4	-0.144043	0.0102234
389	5	0.0288391	0.0115967
389	6	-0.0195313	0.0117493
389	7	-0.0869751	0.00869751
389	8	0.137787	0.0109863
389	9	0.270081	0.00564575
390	0	0.0834656	0.00732422
390	1	-0.0875854	0.0106812
390	2	0.0291443	0.00991821
390	3	0.361481	0.0108337
390	4	0.120697	0.00610352
390	5	-0.555115	0.00991821
390	6	-0.825348	0.00640869
390	7	-0.422668	0.00930786
390	8	0.12207	0.0100708
390	9	0.340729	0.00747681
391	0	0.358887	0.0119019
391	1	0.448914	0.00640869
391	2	0.5159	0.010376
391	3	0.325623	0.00869751
391	4	0.179901	0.00976563
391	5	0.304108	0.0102234
391	6	0.111694	0.0062561
391	7	-0.459595	0.00640869
391	8	-0.718689	0.00976563
391	9	-0.499725	0.00564575
392	0	-0.150146	0.0111389
392	1	0.0523376	0.00488281
392	2	0.124359	0.0105286
392	3	0.205383	0.0102234
392	4	0.211945	0.00900269
392	5	0.15686	0.0088501
392	6	0.108185	0.00671387
392	7	0.0282288	0.0119019
392	8	-0.0360107	0.00823975
392	9	0.0164795	0.0119019
393	0	0.146637	0.0112915
393	1	0.130615	0.00793457
393	2	0.102539	0.0120544
393	3	0.178528	0.00869751
393	4	0.266724	0.00762939
393	5	0.30777	0.00823975
393	6	-0.0109863	0.00411987
393	7	-0.339966	0.0134277
393	8	-0.578156	0.00854492
393	9	-0.523682	0.0109863
394	0	0.057373	0.00854492
394	1	0.47348	0.0102234
394	2	0.163422	0.0115967
394	3	-0.123138	0.0102234
394	4	-0.142975	0.0132751
394	5	-0.0419617	0.00915527
394	6	0.0253296	0.0105286
394	7	0.0419617	0.00915527
394	8	0.0338745	0.00854492
394	9	0.00686646	0.0109863
395	0	-0.042572	0.00717163
395	1	-0.0088501	0.0131226
395	2	0.0239563	0.00762939
395	3	0.000305176	0.0109863
395	4	-0.0146484	0.0105286
395	5	-0.0268555	0.0088501
395	6	-0.0396729	0.0117493
395	7	-0.0598145	0.00610352
395	8	-0.0646973	0.0106812
395	9	-0.062561	0.00534058
396	0	-0.06073	0.00793457
396	1	-0.0561523	0.00701904
396	2	-0.0505066	0.00320435
396	3	-0.0596619	0.0117493
396	4	-0.063324	0.00839233
396	5	-0.0811768	0.0114441
396	6	-0.0843811	0.0109863
396	7	-0.0518799	0.0106812
396	8	-0.0239563	0.0117493
396	9	-0.0318909	0.00900269
397	0	-0.0512695	0.012207
397	1	-0.0454712	0.00732422
397	2	0.0157166	0.0088501
397	3	0.0202942	0.00839233
397	4	-0.0588989	0.00534058
397	5	-0.118561	0.0105286
397	6	-0.0576782	0.00747681
397	7	0.0369263	0.0105286
397	8	0.124359	0.00930786
397	9	0.167389	0.0106812
398	0	0.111847	0.0111389
398	1	0.0756836	0.00991821
398	2	0.127563	0.00915527
398	3	0.068512	0.00839233
398	4	-0.110779	0.00915527
398	5	-0.205688	0.0108337
398	6	-0.138702	0.0105286
398	7	-0.0592041	0.00930786
398	8	-0.0215149	0.00534058
398	9	0.0462341	0.00823975
399	0	0.13031	0.012207
399	1	0.152435	0.0109863
399	2	0.120392	0.0111389
399	3	0.0918579	0.00747681
399	4	0.0605774	0.00961304
399	5	0.0550842	0.00946045
399	6	0.0752258	0.0100708
399	7	0.0416565	0.00930786
399	8	0.0137329	0.00778198
399	9	0.197144	0.0105286
400	0	0.2388	0.00579834
400	1	-0.102234	0.00717163
400	2	-0.356293	0.0062561
400	3	-0.294495	0.00701904
400	4	-0.115356	0.00793457
400	5	0.0239563	0.00747681
400	6	0.0590515	0.0100708
400	7	0.0396729	0.00717163
400	8	0.0178528	0.00793457
400	9	0.0215149	0.0111389
401	0	0.0271606	0.00396729
401	1	0.0259399	0.0138855
401	2	0.0234985	0.00350952
401	3	0.00732422	0.00900269
401	4	0.0221252	0.00488281
401	5	0.0280762	0.0050354
401	6	0.0279236	0.00900269
401	7	0.0282288	0.0062561
401	8	0.00976563	0.00900269
401	9	0.00930786	0.00686646
402	0	0.0012207	0.012207
402	1	0.000610352	0.0134277
402	2	-0.00900269	0.00793457
402	3	-0.0205994	0.0131226
402	4	-0.00778198	0.00823975
402	5	-0.0120544	0.0140381
402	6	-0.0088501	0.00793457
402	7	-0.00213623	0.00976563
402	8	-0.00595093	0.0109863
402	9	-0.00396729	0.00839233
403	0	-0.00610352	0.00900269
403	1	-0.0134277	0.00427246
403	2	-0.0138855	0.0088501
403	3	-0.0088501	0.00808716
403	4	-0.0149536	0.00793457
403	5	-0.00793457	0.00854492
403	6	-0.00549316	0.00793457
403	7	-0.015564	0.0105286
403	8	-0.00671387	0.00717163
403	9	-0.0106812	0.00930786
404	0	-0.0152588	0.0100708
404	1	-0.00717163	0.00366211
404	2	-0.0132751	0.00823975
404	3	-0.0108337	0.00930786
404	4	-0.0120544	0.00671387
404	5	-0.00671387	0.00778198
404	6	-0.00900269	0.00701904
404	7	-0.0114441	0.0106812
404	8	-0.00320435	0.00839233
404	9	-0.0038147	0.0100708
405	0	-0.00152588	0.00976563
405	1	-0.000610352	0.00930786
405	2	-0.0112915	0.0109863
405	3	-0.00915527	0.00717163
405	4	-0.00823975	0.0111389
405	5	-0.00137329	0.00656128
405	6	-0.00289917	0.0050354
405	7	-0.00350952	0.00976563
405	8	-0.00305176	0.00717163
405	9	-0.000457764	0.0106812
406	0	0.00732422	0.0102234
406	1	-0.00213623	0.0125122
406	2	-0.000915527	0.00915527
406	3	-0.000457764	0.00350952
406	4	-0.000610352	0.0114441
406	5	0.00106812	0.00656128
406	6	-0.00137329	0.0105286
406	7	0.00686646	0.0105286
406	8	0.00305176	0.0100708
406	9	-0.0012207	0.0115967
407	0	0.00259399	0.00717163
407	1	-0.00854492	0.0106812
407	2	-0.00320435	0.00900269
407	3	0.00137329	0.00823975
407	4	-0.010376	0.00930786
407	5	-0.00457764	0.00671387
407	6	-0.00335693	0.00869751
407	7	-0.00778198	0.00717163
407	8	-0.0115967	0.00854492
407	9	-0.00839233	0.0102234
408	0	-0.00259399	0.00686646
408	1	-0.0132751	0.00976563
408	2	-0.0106812	0.00671387
408	3	-0.00411987	0.00961304
408	4	-0.00579834	0.00930786
408	5	-0.0134277	0.00656128
408	6	-0.0163269	0.0105286
408	7	-0.00930786	0.00808716
408	8	-0.0177002	0.0111389
408	9	-0.0161743	0.00900269
409	0	-0.0205994	0.00976563
409	1	-0.015564	0.00610352
409	2	-0.015564	0.00549316
409	3	-0.0260925	0.0106812
409	4	-0.020752	0.00778198
409	5	-0.0230408	0.00961304
409	6	-0.0177002	0.0106812
409	7	-0.0169373	0.00762939
409	8	-0.0219727	0.0112915
409	9	-0.0230408	0.00732422
410	0	-0.0172424	0.0138855
410	1	-0.0242615	0.0105286
410	2	-0.0253296	0.0102234
410	3	-0.0245667	0.00930786
410	4	-0.0218201	0.00167847
410	5	-0.0299072	0.0120544
410	6	-0.030365	0.00671387
410	7	-0.0276184	0.0112915
410	8	-0.0328064	0.010376
410	9	-0.0294495	0.00610352
411	0	-0.0268555	0.0102234
411	1	-0.0260925	0.00823975
411	2	-0.0328064	0.00961304
411	3	-0.0297546	0.00961304
411	4	-0.0302124	0.0062561
411	5	-0.039978	0.00930786
411	6	-0.030365	0.00823975
411	7	-0.0411987	0.0108337
411	8	-0.0352478	0.0102234
411	9	-0.0372314	0.00823975
412	0	-0.0369263	0.00946045
412	1	-0.0305176	0.00808716
412	2	-0.0411987	0.0109863
412	3	-0.0361633	0.00778198
412	4	-0.032959	0.0105286
412	5	-0.035553	0.00686646
412	6	-0.0282288	0.00732422
412	7	-0.0205994	0.00991821
412	8	-0.0343323	0.00762939
412	9	-0.0360107	0.0102234
413	0	-0.0209045	0.0135803
413	1	-0.0262451	0.0100708
413	2	-0.0326538	0.0126648
413	3	-0.025177	0.0088501
413	4	-0.0320435	0.00976563
413	5	-0.0286865	0.00930786
413	6	-0.0314331	0.00915527
413	7	-0.0292969	0.0137329
413	8	-0.0204468	0.00534058
413	9	-0.0262451	0.0117493
414	0	-0.0259399	0.0106812
414	1	-0.0228882	0.0106812
414	2	-0.0242615	0.00823975
414	3	-0.0239563	0.00823975
414	4	-0.0241089	0.0106812
414	5	-0.0189209	0.00701904
414	6	-0.0228882	0.0128174
414	7	-0.018158	0.00762939
414	8	-0.0189209	0.00961304
414	9	-0.0247192	0.0172424
415	0	-0.022583	0.00823975
415	1	-0.0198364	0.0115967
415	2	-0.0161743	0.00778198
415	3	-0.0228882	0.0100708
415	4	-0.0134277	0.0115967
415	5	-0.0131226	0.0114441
415	6	-0.0111389	0.00930786
415	7	-0.0125122	0.00808716
415	8	-0.0175476	0.0115967
415	9	-0.0108337	0.0088501
416	0	-0.0102234	0.00915527
416	1	-0.00152588	0.00793457
416	2	0.00961304	0.00946045
416	3	-0.0112915	0.0123596
416	4	-0.00213623	0.00930786
416	5	-0.0109863	0.00793457
416	6	-0.0105286	0.00839233
416	7	-0.00656128	0.00762939
416	8	0.0012207	0.0125122
416	9	0.00335693	0.0102234
417	0	-0.00457764	0.0106812
417	1	0.00152588	0.010376
417	2	0.00274658	0.0050354
417	3	0.00228882	0.0106812
417	4	0.000915527	0.00793457
417	5	-0.000762939	0.0117493
417	6	0.00473022	0.00640869
417	7	-0.0012207	0.0149536
417	8	0.00366211	0.00854492
417	9	-0.0012207	0.0109863
418	0	-0.000762939	0.0123596
418	1	0.00946045	0.00640869
418	2	0.000305176	0.0109863
418	3	0.000152588	0.00961304
418	4	0.000762939	0.00946045
418	5	0.00213623	0.0117493
418	6	0.00579834	0.0062561
418	7	-0.000915527	0.0108337
418	8	0.00778198	0.00839233
418	9	0.00411987	0.0131226
419	0	0.00274658	0.0140381
419	1	0.00274658	0.00350952
419	2	-0.00595093	0.00976563
419	3	0.000305176	0.00610352
419	4	-0.00137329	0.0100708
419	5	0.00183105	0.0108337
419	6	0.00396729	0.0115967
419	7	0.00335693	0.0131226
419	8	-0.000305176	0.00671387
419	9	0.000305176	0.0114441
420	0	0.00717163	0.00930786
420	1	-0.00411987	0.0115967
420	2	0.0062561	0.00823975
420	3	0.000762939	0.00808716
420	4	0.00488281	0.0137329
420	5	0.0112915	0.00717163
420	6	-0.00183105	0.00854492
420	7	0.00350952	0.00701904
420	8	0.00335693	0.00610352
420	9	-0.00396729	0.012207
421	0	0.00244141	0.00823975
421	1	-0.00198364	0.0120544
421	2	0.00106812	0.00656128
421	3	0.0038147	0.00915527
421	4	-0.00274658	0.0111389
421	5	0.0119019	0.00762939
421	6	0.00991821	0.00930786
421	7	0.00427246	0.0062561
421	8	0.00564575	0.0105286
421	9	0.00640869	0.0120544
422	0	0.0119019	0.0062561
422	1	0.00335693	0.0102234
422	2	0.00610352	0.0062561
422	3	0.00228882	0.00778198
422	4	0.010376	0.0108337
422	5	0.0111389	0.00854492
422	6	0.018158	0.0135803
422	7	0.014801	0.00854492
422	8	0.0164795	0.00823975
422	9	0.0205994	0.00747681
423	0	0.0135803	0.00915527
423	1	0.0202942	0.0109863
423	2	0.0183105	0.00823975
423	3	0.0109863	0.0100708
423	4	0.0210571	0.00457764
423	5	0.0215149	0.0102234
423	6	0.022583	0.00930786
423	7	0.0193787	0.0088501
423	8	0.0276184	0.0100708
423	9	0.0286865	0.00640869
424	0	0.019989	0.00961304
424	1	0.0195313	0.00671387
424	2	0.0236511	0.00610352
424	3	0.0241089	0.0149536
424	4	0.0242615	0.0100708
424	5	0.0230408	0.0106812
424	6	0.0248718	0.00701904
424	7	0.0169373	0.00915527
424	8	0.0216675	0.00915527
424	9	0.0201416	0.00839233
425	0	0.0186157	0.0111389
425	1	0.0201416	0.00778198
425	2	0.0186157	0.0100708
425	3	0.0169373	0.0108337
425	4	0.00411987	0.00717163
425	5	0.00854492	0.0117493
425	6	0.00686646	0.0102234
425	7	0.00198364	0.0114441
425	8	0.00839233	0.00686646
425	9	0.00183105	0.0102234
426	0	-0.00152588	0.00869751
426	1	-0.0012207	0.00808716
426	2	0.00732422	0.0100708
426	3	0.00198364	0.0088501
426	4	0.000305176	0.00839233
426	5	-0.00518799	0.00808716
426	6	-0.00518799	0.0119019
426	7	-0.00244141	0.00564575
426	8	-0.0131226	0.00640869
426	9	-0.0102234	0.0105286
427	0	-0.00930786	0.00946045
427	1	-0.0157166	0.0102234
427	2	-0.0126648	0.00823975
427	3	-0.0242615	0.00793457
427	4	-0.0271606	0.00823975
427	5	-0.0152588	0.00640869
427	6	-0.0241089	0.0135803
427	7	-0.017395	0.00656128
427	8	-0.0224304	0.00717163
427	9	-0.0276184	0.00930786
428	0	-0.0228882	0.00686646
428	1	-0.0253296	0.0088501
428	2	-0.0219727	0.0106812
428	3	-0.0247192	0.00854492
428	4	-0.0289917	0.00991821
428	5	-0.0268555	0.00595093
428	6	-0.0222778	0.0102234
428	7	-0.0183105	0.0038147
428	8	-0.0228882	0.0102234
428	9	-0.0152588	0.00793457
429	0	-0.0195313	0.00671387
429	1	-0.0177002	0.00991821
429	2	-0.0109863	0.00564575
429	3	-0.010376	0.0114441
429	4	-0.0183105	0.00244141
429	5	-0.0276184	0.0154114
429	6	-0.0164795	0.00732422
429	7	-0.0210571	0.0102234
429	8	-0.0204468	0.0114441
429	9	-0.0100708	0.0062561
430	0	-0.0131226	0.0125122
430	1	-0.00335693	0.00762939
430	2	-0.00778198	0.00808716
430	3	-0.00595093	0.0123596
430	4	-0.00350952	0.0106812
430	5	-0.0038147	0.0119019
430	6	-0.00213623	0.00961304
430	7	-0.00305176	0.0128174
430	8	-0.000915527	0.00762939
430	9	-0.00366211	0.00961304
431	0	0.000915527	0.0115967
431	1	0.000305176	0.00946045
431	2	-0.00289917	0.0123596
431	3	0.0109863	0.00350952
431	4	0.00610352	0.00595093
431	5	-0.00427246	0.00946045
431	6	0.0117493	0.00488281
431	7	0.00259399	0.00900269
431	8	0.00793457	0.00991821
431	9	0.00747681	0.0050354
432	0	0.000610352	0.0102234
432	1	0.00518799	0.00534058
432	2	0.00198364	0.00900269
432	3	0.00732422	0.00808716
432	4	0.00549316	0.01297
432	5	0.0109863	0.00701904
432	6	0.00396729	0.00961304
432	7	0.00610352	0.00915527
432	8	0.00320435	0.00900269
432	9	-0.00183105	0.0111389
433	0	0.00427246	0.00640869
433	1	-0.00595093	0.0119019
433	2	-0.000610352	0.00457764
433	3	0.0012207	0.00839233
433	4	0.00152588	0.0062561
433	5	0.00534058	0.00747681
433	6	0.0038147	0.00793457
433	7	0.00549316	0.00747681
433	8	-0.00701904	0.0114441
433	9	-0.00656128	0.00961304
434	0	0.00137329	0.00640869
434	1	-0.00259399	0.00915527
434	2	0.00335693	0.00411987
434	3	0.00488281	0.0123596
434	4	0.0038147	0.00762939
434	5	0.00152588	0.00808716
434	6	0.00564575	0.0144958
434	7	-0.00442505	0.00610352
434	8	-0.00427246	0.0108337
434	9	-0.00350952	0.00701904
435	0	-0.00305176	0.0088501
435	1	0.000915527	0.00854492
435	2	-0.00427246	0.00976563
435	3	-0.00259399	0.010376
435	4	-0.00457764	0.00442505
435	5	-0.0062561	0.00900269
435	6	-0.00320435	0.00961304
435	7	-0.000610352	0.00762939
435	8	-0.00213623	0.0135803
435	9	-0.00701904	0.015564
436	0	-0.0038147	0.0102234
436	1	0.00320435	0.010376
436	2	-0.00930786	0.00961304
436	3	-0.00366211	0.00747681
436	4	0.00274658	0.00854492
436	5	-0.00167847	0.0114441
436	6	-0.00320435	0.00961304
436	7	-0.00946045	0.00991821
436	8	-0.00289917	0.00946045
436	9	-0.00564575	0.00854492
437	0	0.00213623	0.0088501
437	1	0.00473022	0.00961304
437	2	-0.00213623	0.00762939
437	3	-0.000762939	0.00808716
437	4	-0.00213623	0.00946045
437	5	-0.00457764	0.012207
437	6	-0.00595093	0.00930786
437	7	0.00579834	0.0132751
437	8	-0.00228882	0.00991821
437	9	-0.0128174	0.0111389
438	0	-0.00488281	0.00595093
438	1	-0.00244141	0.00564575
438	2	-0.000762939	0.00808716
438	3	-0.000305176	0.0038147
438	4	-0.00549316	0.00808716
438	5	-0.000915527	0.00869751
438	6	-0.00656128	0.0117493
438	7	-0.00915527	0.0108337
438	8	-0.00671387	0.00610352
438	9	-0.0114441	0.00991821
439	0	-0.00762939	0.00488281
439	1	-0.00823975	0.00823975
439	2	-0.0169373	0.00610352
439	3	-0.0169373	0.0088501
439	4	-0.0105286	0.0114441
439	5	-0.0038147	0.00595093
439	6	-0.00335693	0.0119019
439	7	-0.000152588	0.00732422
439	8	-0.00488281	0.00473022
439	9	-0.0038147	0.0123596
440	0	-0.00213623	0.00839233
440	1	-0.000915527	0.0112915
440	2	0.00350952	0.00671387
440	3	-0.00595093	0.0125122
440	4	-0.000610352	0.0112915
440	5	-0.00473022	0.00808716
440	6	-0.00854492	0.0119019
440	7	0.00213623	0.0100708
440	8	-0.00701904	0.0154114
440	9	-0.000457764	0.00793457
441	0	-0.00259399	0.010376
441	1	-0.000610352	0.0109863
441	2	-0.000610352	0.0115967
441	3	-0.00457764	0.0135803
441	4	-0.000152588	0.00793457
441	5	0.000305176	0.00488281
441	6	0.00411987	0.00976563
441	7	-0.00656128	0.0088501
441	8	-0.00244141	0.0112915
441	9	-0.00183105	0.00930786
442	0	-0.00854492	0.0106812
442	1	0.0038147	0.00823975
442	2	-0.00335693	0.00946045
442	3	0.00228882	0.00915527
442	4	0.00579834	0.00686646
442	5	0.000457764	0.0149536
442	6	-0.00610352	0.00442505
442	7	-0.00564575	0.0120544
442	8	0.00442505	0.00518799
442	9	0.00396729	0.00869751
443	0	0.00305176	0.0100708
443	1	0.00488281	0.00900269
443	2	-0.0038147	0.00976563
443	3	-0.00564575	0.00961304
443	4	-0.00488281	0.00915527
443	5	0.00717163	0.00747681
443	6	-0.00213623	0.00991821
443	7	-0.00137329	0.00823975
443	8	-0.000762939	0.0105286
443	9	-0.00259399	0.0100708
444	0	0.000457764	0.0112915
444	1	-0.00213623	0.00610352
444	2	0.00198364	0.00686646
444	3	0.000305176	0.00915527
444	4	-0.00244141	0.0100708
444	5	-0.000915527	0.0106812
444	6	-0.00640869	0.00778198
444	7	-0.00473022	0.00442505
444	8	-0.00640869	0.0106812
444	9	-0.00152588	0.00900269
445	0	-0.00457764	0.00823975
445	1	-0.00167847	0.00823975
445	2	-0.000457764	0.0088501
445	3	-0.00335693	0.0115967
445	4	-0.00488281	0.00839233
445	5	-0.00244141	0.0088501
445	6	0.00244141	0.00930786
445	7	-0.0050354	0.0062561
445	8	-0.00289917	0.0125122
445	9	0.00198364	0.00320435
446	0	0.00167847	0.0111389
446	1	-0.000915527	0.0120544
446	2	-0.000152588	0.0119019
446	3	0.000610352	0.0105286
446	4	-0.00228882	0.00961304
446	5	-0.00839233	0.0161743
446	6	-0.00900269	0.0088501
446	7	-0.00671387	0.00640869
446	8	-0.00473022	0.00808716
446	9	-0.0109863	0.00961304
447	0	-0.0128174	0.00762939
447	1	-0.00228882	0.00823975
447	2	-0.00839233	0.00961304
447	3	-0.00442505	0.00732422
447	4	-0.00640869	0.00839233
447	5	0.00411987	0.00961304
447	6	0.00366211	0.00808716
447	7	0.000457764	0.00976563
447	8	-0.0038147	0.00961304
447	9	-0.00640869	0.0105286
448	0	-0.00350952	0.0125122
448	1	-0.00411987	0.00930786
448	2	-0.00305176	0.0108337
448	3	-0.000457764	0.00701904
448	4	-0.0172424	0.0100708
448	5	-0.0062561	0.00411987
448	6	-0.00152588	0.00869751
448	7	-0.00350952	0.0123596
448	8	-0.0012207	0.00595093
448	9	-0.00717163	0.00991821
449	0	-0.00854492	0.00961304
449	1	-0.00717163	0.00747681
449	2	-0.00167847	0.0102234
449	3	0.00427246	0.00915527
449	4	-0.00396729	0.00915527
449	5	-0.00991821	0.00991821
449	6	-0.00778198	0.0143433
449	7	-0.000305176	0.0100708
449	8	-0.00366211	0.0100708
449	9	-0.00640869	0.0143433
450	0	-0.00335693	0.00762939
450	1	-0.012207	0.0111389
450	2	-0.000610352	0.0105286
450	3	-0.00274658	0.00808716
450	4	-0.000915527	0.0111389
450	5	-0.00259399	0.00869751
450	6	-0.00183105	0.012207
450	7	-0.00854492	0.00671387
450	8	-0.00701904	0.0119019
450	9	-0.00656128	0.0111389
451	0	-0.00457764	0.0106812
451	1	-0.00762939	0.00915527
451	2	0.00137329	0.0088501
451	3	-0.00335693	0.00915527
451	4	-0.0100708	0.00686646
451	5	-0.00274658	0.0062561
451	6	0.00473022	0.00762939
451	7	-0.0050354	0.00732422
451	8	-0.00900269	0.0132751
451	9	-0.0141907	0.0109863
452	0	0.00152588	0.0111389
452	1	-0.000762939	0.00991821
452	2	0.00213623	0.00915527
452	3	0.00152588	0.0120544
452	4	0.00686646	0.00442505
452	5	-0.010376	0.0137329
452	6	-0.00701904	0.00823975
452	7	-0.00656128	0.0102234
452	8	-0.00671387	0.00808716
452	9	-0.00106812	0.00610352
453	0	0.0012207	0.0088501
453	1	0.00228882	0.00671387
453	2	-0.000152588	0.0157166
453	3	0.00228882	0.00442505
453	4	-0.00289917	0.0117493
453	5	-0.00244141	0.0105286
453	6	0.00228882	0.00762939
453	7	-0.00518799	0.00976563
453	8	-0.0112915	0.00915527
453	9	-0.00366211	0.00991821
454	0	-0.000152588	0.010376
454	1	-0.00335693	0.00930786
454	2	-0.00244141	0.00701904
454	3	0.00518799	0.00579834
454	4	-0.00350952	0.0134277
454	5	-0.00549316	0.00793457
454	6	-0.00732422	0.0117493
454	7	-0.0012207	0.00808716
454	8	-0.00869751	0.00915527
454	9	0.000152588	0.00854492
455	0	-0.00732422	0.00579834
455	1	-0.00473022	0.0135803
455	2	-0.00457764	0.00671387
455	3	-0.00854492	0.0108337
455	4	-0.00473022	0.0112915
455	5	-0.00564575	0.00961304
455	6	-0.00274658	0.00839233
455	7	-0.00747681	0.00930786
455	8	-0.00640869	0.0114441
455	9	-0.00259399	0.00808716
456	0	-0.00274658	0.00442505
456	1	-0.00869751	0.00823975
456	2	-0.00732422	0.00823975
456	3	-0.00854492	0.0120544
456	4	0.000457764	0.00915527
456	5	-0.00518799	0.00961304
456	6	-0.00244141	0.00579834
456	7	-0.00244141	0.0119019
456	8	-0.00534058	0.0114441
456	9	-0.00183105	0.00946045
457	0	0.000762939	0.0112915
457	1	-0.00808716	0.0125122
457	2	-0.00640869	0.00335693
457	3	0.00228882	0.0112915
457	4	-0.00534058	0.00656128
457	5	-0.00366211	0.00808716
457	6	-0.00411987	0.0088501
457	7	-0.00747681	0.010376
457	8	0.000152588	0.00579834
457	9	-0.00549316	0.00686646
458	0	-0.00335693	0.0088501
458	1	0.00137329	0.00686646
458	2	-0.00823975	0.012207
458	3	-0.00320435	0.0126648
458	4	-0.0106812	0.0105286
458	5	-0.0038147	0.00747681
458	6	0.0050354	0.0111389
458	7	-0.00808716	0.0141907
458	8	-0.0108337	0.00595093
458	9	-0.00534058	0.0115967
459	0	-0.00396729	0.0102234
459	1	-0.00778198	0.00976563
459	2	-0.00823975	0.00808716
459	3	-0.000915527	0.00762939
459	4	-0.00518799	0.00671387
459	5	-0.00106812	0.000152588
459	6	0.00305176	0.0114441
459	7	-0.00350952	0.0112915
459	8	-0.00869751	0.00961304
459	9	-0.00671387	0.010376
460	0	-0.00610352	0.00732422
460	1	-0.00808716	0.00946045
460	2	-0.00595093	0.00900269
460	3	-0.0170898	0.00869751
460	4	-0.00259399	0.00900269
460	5	-0.00747681	0.0012207
460	6	-0.00701904	0.00671387
460	7	0.000152588	0.00747681
460	8	-0.00320435	0.00564575
460	9	-0.00106812	0.00946045
461	0	-0.00366211	0.0088501
461	1	0.000610352	0.00595093
461	2	-0.00701904	0.00762939
461	3	-0.000610352	0.0141907
461	4	-0.000457764	0.00167847
461	5	-0.00320435	0.0088501
461	6	0.00350952	0.0106812
461	7	-0.00167847	0.0111389
461	8	-0.0088501	0.00946045
461	9	-0.00335693	0.00488281
462	0	-0.00915527	0.00518799
462	1	0.00457764	0.00747681
462	2	-0.0050354	0.00701904
462	3	-0.00457764	0.00411987
462	4	-0.00167847	0.00595093
462	5	-0.00946045	0.0119019
462	6	-0.00411987	0.0163269
462	7	-0.000457764	0.0141907
462	8	-0.00137329	0.0138855
462	9	-0.00473022	0.0105286
463	0	-0.00167847	0.0196838
463	1	-0.00442505	0.00320435
463	2	-0.0167847	0.00442505
463	3	-0.00823975	0.00839233
463	4	-0.00976563	0.00961304
463	5	-0.00457764	-0.00228882
463	6	-0.00289917	0.000305176
463	7	0.00350952	0.0137329
463	8	-0.000915527	0.00564575
463	9	-0.00274658	0.0125122
464	0	0.00137329	0.00717163
464	1	-0.0038147	0
464	2	-0.00534058	0.0109863
464	3	0.000457764	0.00320435
464	4	-0.00366211	0.0132751
464	5	0.000762939	0.00930786
464	6	-0.00320435	0.01297
464	7	0.00335693	0.00488281
464	8	0.00762939	0.00411987
464	9	-0.00335693	0.0106812
465	0	0.00534058	0.00946045
465	1	-0.00106812	0.00869751
465	2	0.0012207	0.0111389
465	3	-0.00167847	0.00961304
465	4	0.000152588	0.0100708
465	5	0.0088501	0.00793457
465	6	0.00228882	0.00946045
465	7	0.00366211	0.00900269
465	8	-0.0012207	0.0102234
465	9	-0.000915527	0.0126648
