TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
9139.436552	 5476827	-0.088189	0.000000	-0.322294	49.212795	791.185059	67.367653	254.994202	-0.641042	-69.773979	0.256548	0.000000	0.860891	5.628183	-15.997725	-26.743010	13.772300	12.531826	-4.104182
9139.438223	 5476828	-0.088185	0.000000	-0.322284	49.206383	791.170654	67.364243	254.981384	-0.639580	-69.769348	0.256423	0.000000	0.861584	5.625653	-15.986038	-26.736692	13.773317	12.528742	-4.099187
9139.439890	 5476829	-0.088163	0.000000	-0.322232	49.177052	791.106750	67.336853	254.919739	-0.634988	-69.746536	0.256050	0.000000	0.865245	5.612152	-15.929459	-26.696138	13.782888	12.511621	-4.078745
9139.441556	 5476830	-0.088105	0.000000	-0.322101	49.114857	790.943665	67.240623	254.763733	-0.629094	-69.686325	0.255750	0.000000	0.875253	5.574836	-15.773494	-26.566523	13.805803	12.460910	-4.034068
9139.443224	 5476831	-0.087994	0.000000	-0.321872	49.029579	790.609802	67.027954	254.475327	-0.634599	-69.568810	0.255938	0.000000	0.895168	5.497284	-15.442101	-26.277590	13.823280	12.353690	-3.952226
9139.444887	 5476832	-0.087816	0.000000	-0.321557	48.950428	790.031677	66.662170	254.040253	-0.680854	-69.377708	0.256549	0.000000	0.928052	5.357701	-14.870047	-25.753922	13.800183	12.171459	-3.814889
9139.446553	 5476833	-0.087561	0.000000	-0.321185	48.914097	789.152710	66.107422	253.463867	-0.803537	-69.099060	0.256948	0.000000	0.977241	5.135050	-14.035144	-24.922033	13.715723	11.902829	-3.606306
9139.448224	 5476834	-0.087225	0.000000	-0.320774	48.934601	787.949890	65.343811	252.753769	-1.023587	-68.729279	0.255873	0.000000	1.045725	4.834596	-12.986580	-23.739960	13.580392	11.539698	-3.322917
9139.449890	 5476835	-0.086829	0.000000	-0.320315	48.982227	786.451721	64.386833	251.912155	-1.333098	-68.286438	0.251884	0.000000	1.134637	4.495631	-11.827254	-22.218691	13.419636	11.068799	-2.979091
9139.451553	 5476836	-0.086401	0.000000	-0.319792	49.010826	784.689514	63.271648	250.937195	-1.713445	-67.797752	0.244009	0.000000	1.246758	4.148068	-10.625544	-20.403826	13.247486	10.477650	-2.592725
9139.453217	 5476837	-0.085974	0.000000	-0.319216	48.993931	782.672607	62.044289	249.841660	-2.152829	-67.289124	0.231618	0.000000	1.387753	3.807334	-9.411172	-18.375910	13.060380	9.765804	-2.179792
9139.454883	 5476838	-0.085570	0.000000	-0.318626	48.938274	780.418091	60.759090	248.661713	-2.646991	-66.780167	0.214118	0.000000	1.565524	3.499535	-8.208039	-16.234650	12.849878	8.933106	-1.757487
9139.456553	 5476839	-0.085198	0.000000	-0.318052	48.873306	777.981506	59.472256	247.438705	-3.193704	-66.282623	0.191643	0.000000	1.788731	3.239302	-7.055659	-14.084154	12.620679	7.987156	-1.352170
9139.458225	 5476840	-0.084864	0.000000	-0.317477	48.822887	775.452026	58.233086	246.188568	-3.779381	-65.807747	0.166680	0.000000	2.053827	3.015846	-6.030262	-12.031734	12.385113	6.953417	-1.005126
9139.459891	 5476841	-0.084576	0.000000	-0.316833	48.787754	772.919373	57.075733	244.886490	-4.376822	-65.370239	0.144930	0.000000	2.320093	2.819006	-5.237033	-10.162623	12.150405	5.862262	-0.759002
