TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
9294.452630	 5569837	-0.098698	0.000000	-0.098752	54.849831	800.732788	-36.198685	79.073685	-3.640519	-79.030640	0.220510	0.000000	-0.043507	-6.784016	10.741252	-0.573374	0.467316	1.986974	2.368550
9294.454294	 5569838	-0.098700	0.000000	-0.098752	54.851048	800.728333	-36.184204	79.073570	-3.636990	-79.032158	0.220083	0.000000	-0.043957	-6.779199	10.759285	-0.578458	0.472943	1.989918	2.367936
9294.455964	 5569839	-0.098713	0.000000	-0.098744	54.846939	800.722717	-36.125275	79.066864	-3.615877	-79.041969	0.218241	0.000000	-0.047009	-6.751280	10.835337	-0.607838	0.509355	2.005016	2.364713
9294.457627	 5569840	-0.098749	0.000000	-0.098694	54.805725	800.747131	-36.013035	79.028816	-3.552395	-79.072662	0.214470	0.000000	-0.055991	-6.671686	10.995726	-0.700517	0.615660	2.038714	2.358252
9294.459295	 5569841	-0.098818	0.000000	-0.098547	54.686897	800.830994	-35.865997	78.919273	-3.419375	-79.136894	0.208807	0.000000	-0.073145	-6.517224	11.251037	-0.908829	0.822961	2.084268	2.349291
9294.460960	 5569842	-0.098926	0.000000	-0.098278	54.484917	800.950134	-35.712914	78.715843	-3.212867	-79.234856	0.201049	0.000000	-0.097522	-6.291898	11.602412	-1.283212	1.131490	2.120425	2.332655
9294.462626	 5569843	-0.099061	0.000000	-0.097915	54.235493	801.035278	-35.581100	78.433304	-2.961854	-79.351051	0.190462	0.000000	-0.125361	-6.020184	12.055259	-1.869069	1.511254	2.120665	2.296069
9294.464300	 5569844	-0.099205	0.000000	-0.097490	53.984722	801.025818	-35.492111	78.092216	-2.704356	-79.465660	0.176412	0.000000	-0.153162	-5.713435	12.645606	-2.701414	1.936832	2.060430	2.230830
9294.465963	 5569845	-0.099346	0.000000	-0.097007	53.757408	800.913208	-35.473316	77.693871	-2.471258	-79.567268	0.159699	0.000000	-0.179991	-5.357551	13.415807	-3.785444	2.414729	1.923534	2.142484
9294.467632	 5569846	-0.099489	0.000000	-0.096429	53.542557	800.734863	-35.569481	77.213783	-2.272704	-79.664253	0.141660	0.000000	-0.208463	-4.909650	14.425097	-5.142074	3.007102	1.708666	2.043465
9294.469293	 5569847	-0.099639	0.000000	-0.095741	53.335972	800.506592	-35.829292	76.641602	-2.123116	-79.761841	0.123971	0.000000	-0.240228	-4.327261	15.723187	-6.756760	3.777155	1.433984	1.949221
9294.470962	 5569848	-0.099790	0.000000	-0.094952	53.145451	800.158691	-36.289890	75.976570	-2.050158	-79.847656	0.107987	0.000000	-0.273307	-3.558613	17.401779	-8.637765	4.756026	1.122687	1.879172
9294.472630	 5569849	-0.099921	0.000000	-0.094106	52.991127	799.595215	-36.966805	75.246353	-2.094712	-79.896324	0.095589	0.000000	-0.301268	-2.599778	19.535805	-10.759787	5.885504	0.804779	1.867409
9294.474293	 5569850	-0.100016	0.000000	-0.093229	52.888622	798.771423	-37.863140	74.468315	-2.286606	-79.889542	0.087740	0.000000	-0.319978	-1.489675	22.167210	-13.095860	7.093029	0.496427	1.944946
9294.475965	 5569851	-0.100070	0.000000	-0.092306	52.830406	797.710999	-38.980484	73.633896	-2.634744	-79.827034	0.083792	0.000000	-0.330837	-0.272421	25.290663	-15.637423	8.367089	0.201117	2.119166
