TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
10855.128355	 6506246	-0.516698	0.000000	0.911664	-5.204975	6.964562	-6.944115	-6.349340	-2.608315	-3.598577	0.090773	0.000000	-0.193501	-46.826565	779.430847	-29.888348	150.820541	16.751383	70.751045
10855.130022	 6506247	-0.515455	0.000000	0.909740	-5.216312	6.986499	-6.952170	-6.355895	-2.611060	-3.601228	0.090775	0.000000	-0.193520	-46.824734	779.436646	-29.879740	150.836533	16.748016	70.753677
10855.131688	 6506248	-0.510861	0.000000	0.903591	-5.251718	7.061171	-6.977986	-6.380409	-2.628511	-3.607274	0.090788	0.000000	-0.193599	-46.816368	779.460510	-29.836733	150.902924	16.728312	70.765923
10855.133353	 6506249	-0.503259	0.000000	0.897114	-5.289833	7.157130	-7.011347	-6.420761	-2.681947	-3.601889	0.090820	0.000000	-0.193756	-46.796024	779.522827	-29.729450	151.037186	16.673969	70.796120
10855.135024	 6506250	-0.496025	0.000000	0.899115	-5.295547	7.177665	-7.029151	-6.453544	-2.785147	-3.560300	0.090877	0.000000	-0.193964	-46.757076	779.677246	-29.536051	151.229202	16.573597	70.854660
10855.136693	 6506251	-0.492650	0.000000	0.916928	-5.254647	7.031973	-7.005472	-6.447816	-2.928546	-3.464304	0.090973	0.000000	-0.194169	-46.686165	780.005920	-29.249132	151.453293	16.428158	70.959343
10855.138354	 6506252	-0.493428	0.000000	0.951196	-5.178319	6.707868	-6.910914	-6.380496	-3.081010	-3.309852	0.091127	0.000000	-0.194318	-46.568352	780.571411	-28.880272	151.679367	16.242817	71.131470
10855.140024	 6506253	-0.495632	0.000000	0.993130	-5.102056	6.271523	-6.718913	-6.228436	-3.202191	-3.108367	0.091353	0.000000	-0.194367	-46.403244	781.399719	-28.449572	151.878510	16.017122	71.382866
10855.141687	 6506254	-0.496087	0.000000	1.025167	-5.055035	5.818006	-6.414669	-5.964429	-3.257950	-2.886235	0.091640	0.000000	-0.194269	-46.206512	782.463867	-27.996370	152.008560	15.755610	71.705002
10855.143356	 6506255	-0.494500	0.000000	1.031450	-5.026456	5.375443	-5.993854	-5.544502	-3.232990	-2.658156	0.091977	0.000000	-0.193978	-45.988544	783.731140	-27.558134	152.026733	15.461817	72.085579
10855.145021	 6506256	-0.493945	0.000000	1.003947	-4.975156	4.903115	-5.477020	-4.922466	-3.124105	-2.421868	0.092343	0.000000	-0.193467	-45.771370	785.152893	-27.167501	151.901443	15.148223	72.503418
10855.146689	 6506257	-0.495924	0.000000	0.933703	-4.845272	4.364891	-4.891116	-4.075511	-2.933494	-2.164652	0.092721	0.000000	-0.192737	-45.578606	786.711487	-26.836302	151.628632	14.825619	72.944519
10855.148355	 6506258	-0.497519	0.000000	0.803121	-4.592032	3.782338	-4.272811	-3.037674	-2.659395	-1.881787	0.093094	0.000000	-0.191832	-45.410622	788.387329	-26.570644	151.238083	14.496123	73.394424
10855.150020	 6506259	-0.493474	0.000000	0.587639	-4.205628	3.201034	-3.655853	-1.881052	-2.303429	-1.579627	0.093442	0.000000	-0.190827	-45.257542	790.142212	-26.373024	150.780472	14.153462	73.832382
10855.151692	 6506260	-0.479740	0.000000	0.252053	-3.703391	2.649786	-3.053275	-0.667886	-1.885915	-1.271210	0.093747	0.000000	-0.189794	-45.119286	791.951050	-26.239923	150.307465	13.796112	74.243042
10855.153356	 6506261	-0.455832	0.000000	-0.258794	-3.121530	2.131570	-2.476294	0.551637	-1.451936	-0.971639	0.094008	0.000000	-0.188798	-45.002384	793.798096	-26.159163	149.867722	13.445689	74.623749
