TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
9485.296896	 5684344	0.069851	0.000000	-3.284411	-2.332543	-4.255573	10.862562	-13.977052	9.901082	-0.297255	0.132383	0.000000	-0.181353	-52.986023	720.747009	5.362029	130.709381	7.381307	95.414612
9485.298565	 5684345	0.070283	0.000000	-3.285001	-2.327936	-4.253930	10.854706	-13.974162	9.896602	-0.298978	0.132381	0.000000	-0.181350	-52.984745	720.733826	5.359589	130.704834	7.380774	95.411331
9485.300243	 5684346	0.071764	0.000000	-3.286916	-2.304905	-4.245522	10.816431	-13.954673	9.873496	-0.304675	0.132372	0.000000	-0.181327	-52.984932	720.678284	5.349174	130.678772	7.378071	95.397652
9485.301897	 5684347	0.073926	0.000000	-3.289570	-2.255908	-4.218913	10.718397	-13.878407	9.804707	-0.311888	0.132357	0.000000	-0.181253	-52.993176	720.569336	5.322375	130.605026	7.372286	95.372246
9485.303569	 5684348	0.077326	0.000000	-3.318417	-2.187016	-4.134880	10.525621	-13.721255	9.655272	-0.319732	0.132340	0.000000	-0.181097	-52.997440	720.419800	5.266959	130.465866	7.360094	95.340141
9485.305234	 5684349	0.085124	0.000000	-3.432325	-2.098623	-3.941575	10.208017	-13.528764	9.405415	-0.335524	0.132325	0.000000	-0.180877	-52.968105	720.273743	5.167823	130.280609	7.337878	95.310051
9485.306901	 5684350	0.102218	0.000000	-3.683721	-1.970618	-3.621061	9.736631	-13.338981	9.040879	-0.370137	0.132314	0.000000	-0.180634	-52.884315	720.182007	5.000788	130.089523	7.315520	95.290054
9485.308567	 5684351	0.133738	0.000000	-4.103011	-1.786573	-3.205524	9.100023	-13.152301	8.549230	-0.428701	0.132310	0.000000	-0.180415	-52.743618	720.166199	4.736854	129.928848	7.315764	95.285088
9485.310234	 5684352	0.184735	0.000000	-4.716681	-1.548641	-2.748078	8.306386	-12.961806	7.920950	-0.507666	0.132316	0.000000	-0.180238	-52.560211	720.219238	4.341048	129.810867	7.364173	95.296440
9485.311900	 5684353	0.265338	0.000000	-5.614291	-1.280235	-2.272925	7.380496	-12.760862	7.171280	-0.603093	0.132335	0.000000	-0.180092	-52.348289	720.325012	3.782849	129.725113	7.485015	95.324379
