TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
8197.251824	 4911514	-0.064645	0.000000	-0.368091	-31.335739	207.144928	11.991771	76.248276	18.820333	-13.390948	0.116477	0.000000	-0.101804	-51.503750	720.734863	-61.882332	73.373711	15.261385	83.948761
8197.253486	 4911515	-0.064641	0.000000	-0.368109	-31.332392	207.149780	11.997861	76.253784	18.817223	-13.390278	0.116478	0.000000	-0.101808	-51.510120	720.712402	-61.875210	73.374039	15.261135	83.947090
8197.255154	 4911516	-0.064603	0.000000	-0.368175	-31.309881	207.175583	12.026941	76.276924	18.802359	-13.384261	0.116491	0.000000	-0.101827	-51.531174	720.614624	-61.840446	73.377914	15.255099	83.945320
8197.256824	 4911517	-0.064483	0.000000	-0.368229	-31.253250	207.250412	12.092258	76.315674	18.768866	-13.364063	0.116533	0.000000	-0.101893	-51.559822	720.393127	-61.752110	73.402824	15.233787	83.949585
8197.258491	 4911518	-0.064238	0.000000	-0.368047	-31.162561	207.422302	12.186641	76.341141	18.718775	-13.324340	0.116609	0.000000	-0.102061	-51.582684	720.019836	-61.585217	73.485779	15.189336	83.960594
8197.260153	 4911519	-0.063863	0.000000	-0.367391	-31.026953	207.747253	12.290256	76.324471	18.654915	-13.267402	0.116713	0.000000	-0.102379	-51.592514	719.494019	-61.315079	73.661415	15.109269	83.974152
8197.261818	 4911520	-0.063365	0.000000	-0.366247	-30.811769	208.259796	12.390938	76.274612	18.568176	-13.196474	0.116839	0.000000	-0.102850	-51.579700	718.841064	-60.925938	73.932518	14.981317	83.988335
8197.263499	 4911521	-0.062724	0.000000	-0.364875	-30.468025	208.974106	12.482129	76.249397	18.435163	-13.107726	0.116990	0.000000	-0.103414	-51.534138	718.083069	-60.415718	74.259872	14.801798	84.008896
8197.265149	 4911522	-0.061925	0.000000	-0.363686	-29.959894	209.874847	12.546809	76.328590	18.230310	-12.996588	0.117186	0.000000	-0.103970	-51.451626	717.244507	-59.817333	74.571609	14.577618	84.050690
8197.266820	 4911523	-0.060935	0.000000	-0.362892	-29.243427	211.031082	12.560621	76.581390	17.918030	-12.859159	0.117458	0.000000	-0.104470	-51.316113	716.260498	-59.147320	74.827995	14.301398	84.130798
8197.268485	 4911524	-0.059840	0.000000	-0.362575	-28.341364	212.501419	12.493656	77.047607	17.492182	-12.716135	0.117818	0.000000	-0.104868	-51.103382	715.089478	-58.465313	74.989990	13.979530	84.250664
8197.270157	 4911525	-0.058768	0.000000	-0.362764	-27.287680	214.362823	12.333138	77.763191	16.960266	-12.597675	0.118258	0.000000	-0.105121	-50.777767	713.692139	-57.823120	75.024239	13.622857	84.399940
8197.271818	 4911526	-0.057827	0.000000	-0.363639	-26.123335	216.592300	12.088412	78.761330	16.335926	-12.524946	0.118748	0.000000	-0.105168	-50.309769	712.095215	-57.284050	74.889633	13.258779	84.559647
8197.273485	 4911527	-0.057018	0.000000	-0.365514	-24.838928	219.148834	11.782205	80.101982	15.602624	-12.495487	0.119268	0.000000	-0.104953	-49.660378	710.302795	-56.882217	74.548737	12.904236	84.716553
8197.275150	 4911528	-0.056289	0.000000	-0.368577	-23.436298	221.952988	11.462890	81.806786	14.749902	-12.493408	0.119800	0.000000	-0.104467	-48.803421	708.310059	-56.634377	73.995285	12.575134	84.855652
8197.276823	 4911529	-0.055568	0.000000	-0.372729	-21.911955	225.006424	11.177457	83.866478	13.774078	-12.503178	0.120328	0.000000	-0.103751	-47.736588	706.037231	-56.534622	73.252113	12.278934	84.956329
8197.278499	 4911530	-0.054835	0.000000	-0.377482	-20.293194	228.354568	10.957668	86.199715	12.701249	-12.521926	0.120830	0.000000	-0.102888	-46.498608	703.390930	-56.565189	72.370262	12.016094	84.990807
8197.280155	 4911531	-0.054108	0.000000	-0.382156	-18.635550	232.014084	10.821143	88.665680	11.580688	-12.553706	0.121278	0.000000	-0.101990	-45.155598	700.317566	-56.689686	71.425591	11.778835	84.932785
8197.281821	 4911532	-0.053377	0.000000	-0.386457	-16.934566	236.023956	10.777460	91.213181	10.421333	-12.598287	0.121660	0.000000	-0.101136	-43.738811	696.733582	-56.871906	70.464943	11.546887	84.764809
8197.283487	 4911533	-0.052630	0.000000	-0.390351	-15.202952	240.230347	10.840986	93.774193	9.246579	-12.643411	0.121969	0.000000	-0.100394	-42.306973	692.704834	-57.079433	69.543091	11.310104	84.488770
8197.285152	 4911534	-0.051834	0.000000	-0.393979	-13.448334	244.480728	11.018901	96.320313	8.075996	-12.672452	0.122214	0.000000	-0.099797	-40.900711	688.310852	-57.289063	68.691116	11.071318	84.121544
8197.286818	 4911535	-0.050998	0.000000	-0.397292	-11.709888	248.731186	11.311515	98.818893	6.941076	-12.684858	0.122408	0.000000	-0.099379	-39.553043	683.595703	-57.483826	67.934830	10.835447	83.677444
8197.288487	 4911536	-0.050205	0.000000	-0.400015	-10.039623	253.089584	11.710122	101.239601	5.876490	-12.706244	0.122546	0.000000	-0.099195	-38.275227	678.511719	-57.653252	67.304825	10.601377	83.148895
8197.290153	 4911537	-0.049559	0.000000	-0.401860	-8.494911	257.666138	12.194300	103.545662	4.927521	-12.769644	0.122608	0.000000	-0.099282	-37.068359	673.015991	-57.796810	66.818230	10.371378	82.517128
8197.291819	 4911538	-0.049103	0.000000	-0.402827	-7.088970	262.533508	12.760910	105.755562	4.123101	-12.891068	0.122576	0.000000	-0.099593	-35.932346	667.075623	-57.917934	66.436157	10.149610	81.767220
8197.293483	 4911539	-0.048808	0.000000	-0.403214	-5.802726	267.644348	13.429231	107.918045	3.476488	-13.063156	0.122452	0.000000	-0.100002	-34.883530	660.773682	-58.017956	66.078712	9.946928	80.913071
8197.295152	 4911540	-0.048629	0.000000	-0.403392	-4.593772	272.939362	14.244491	110.101517	2.981986	-13.272836	0.122258	0.000000	-0.100369	-33.930202	654.203491	-58.111061	65.661880	9.777514	79.981865
8197.296817	 4911541	-0.048562	0.000000	-0.403568	-3.440603	278.359802	15.250447	112.337173	2.639410	-13.517794	0.122017	0.000000	-0.100601	-33.083996	647.458618	-58.223610	65.135117	9.655619	79.001083
