TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
7192.135682	 4308442	-0.366328	0.000000	0.454372	1.592474	17.381258	5.714312	-7.897550	2.547199	-6.367245	0.096710	0.000000	-0.118956	-42.365643	772.579773	-30.242594	91.903351	11.322563	74.715836
7192.137348	 4308443	-0.366525	0.000000	0.454451	1.603004	17.362938	5.698975	-7.890611	2.543319	-6.363950	0.096712	0.000000	-0.118956	-42.366848	772.585938	-30.240345	91.904060	11.326075	74.718506
7192.139009	 4308444	-0.367340	0.000000	0.454979	1.650063	17.279243	5.622518	-7.861700	2.521589	-6.347354	0.096728	0.000000	-0.118948	-42.379486	772.632996	-30.225288	91.903442	11.338770	74.735512
7192.140677	 4308445	-0.368873	0.000000	0.456707	1.751621	17.092129	5.433583	-7.806094	2.457174	-6.304831	0.096777	0.000000	-0.118906	-42.418282	772.790894	-30.186537	91.889549	11.359530	74.788193
7192.142347	 4308446	-0.370541	0.000000	0.460481	1.889088	16.807222	5.098425	-7.739407	2.329674	-6.227769	0.096878	0.000000	-0.118802	-42.475948	773.112427	-30.124308	91.847023	11.384489	74.897614
7192.144009	 4308447	-0.371577	0.000000	0.466791	2.007833	16.458141	4.591712	-7.682505	2.144950	-6.115460	0.097045	0.000000	-0.118645	-42.525253	773.586548	-30.038813	91.782013	11.415046	75.072868
7192.145678	 4308448	-0.371716	0.000000	0.475853	2.055475	16.056978	3.895633	-7.640759	1.915324	-5.968639	0.097278	0.000000	-0.118469	-42.550415	774.181091	-29.922874	91.716118	11.453609	75.310524
7192.147348	 4308449	-0.371401	0.000000	0.487521	2.020239	15.576350	3.031410	-7.593799	1.636937	-5.785068	0.097559	0.000000	-0.118270	-42.561234	774.885681	-29.777939	91.645760	11.498086	75.596718
7192.149015	 4308450	-0.371667	0.000000	0.502117	1.932819	14.949268	2.055769	-7.506275	1.292995	-5.556147	0.097871	0.000000	-0.117993	-42.589901	775.719910	-29.613958	91.529671	11.540187	75.920609
7192.150677	 4308451	-0.373031	0.000000	0.520827	1.833096	14.120272	1.051634	-7.354216	0.875974	-5.267303	0.098206	0.000000	-0.117572	-42.667995	776.700806	-29.437738	91.318642	11.565271	76.276527
7192.152348	 4308452	-0.374489	0.000000	0.544080	1.747756	13.105546	0.091291	-7.130459	0.408149	-4.907887	0.098559	0.000000	-0.116972	-42.815624	777.833435	-29.257963	90.984833	11.552877	76.662781
7192.154010	 4308453	-0.374992	0.000000	0.570215	1.678708	12.013368	-0.761922	-6.850199	-0.050446	-4.504922	0.098921	0.000000	-0.116217	-43.041897	779.066406	-29.091351	90.540833	11.487975	77.065666
7192.155674	 4308454	-0.374430	0.000000	0.598046	1.603443	10.934579	-1.475080	-6.539378	-0.454673	-4.094234	0.099277	0.000000	-0.115346	-43.341900	780.329102	-28.945448	90.007751	11.377757	77.468750
7192.157349	 4308455	-0.372858	0.000000	0.627912	1.499057	9.898340	-2.011429	-6.215282	-0.787729	-3.690672	0.099615	0.000000	-0.114370	-43.700256	781.551514	-28.817406	89.385979	11.243215	77.854187
7192.159007	 4308456	-0.371829	0.000000	0.661643	1.350103	8.883869	-2.350272	-5.877946	-1.054935	-3.303278	0.099924	0.000000	-0.113287	-44.094822	782.698853	-28.696064	88.669914	11.108104	78.210022
7192.160682	 4308457	-0.373803	0.000000	0.703504	1.141020	7.835917	-2.508766	-5.512598	-1.274407	-2.929091	0.100211	0.000000	-0.112076	-44.506611	783.815613	-28.568186	87.847130	10.982561	78.546661
7192.162341	 4308458	-0.379560	0.000000	0.754756	0.868199	6.819429	-2.509875	-5.147006	-1.432729	-2.588380	0.100468	0.000000	-0.110804	-44.893200	784.883484	-28.429230	86.968475	10.866650	78.855995
