TimeStamp	FrameNumber	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
8622.326864	 5166560	-0.097716	0.000000	-0.252309	66.326591	819.660889	62.073261	206.808090	-15.173695	-80.093605	0.011229	0.000000	2.101461	1.828100	-5.244239	8.599372	11.020563	-17.366123	-0.058888
8622.328533	 5166561	-0.097713	0.000000	-0.252299	66.319809	819.656372	62.081753	206.798721	-15.167211	-80.091400	0.010866	0.000000	2.101236	1.828360	-5.240905	8.598267	11.012377	-17.373041	-0.056948
8622.330193	 5166562	-0.097699	0.000000	-0.252255	66.291801	819.635620	62.118137	206.757004	-15.138182	-80.077942	0.008676	0.000000	2.106353	1.829615	-5.211932	8.594519	10.978169	-17.402191	-0.045219
8622.331862	 5166563	-0.097654	0.000000	-0.252161	66.231567	819.577759	62.194580	206.665802	-15.071754	-80.035278	0.001810	0.000000	2.134650	1.836185	-5.105889	8.597634	10.899284	-17.459972	-0.009241
8622.333526	 5166564	-0.097560	0.000000	-0.252033	66.136848	819.451538	62.303055	206.528519	-14.961183	-79.945679	-0.013335	0.000000	2.210896	1.855686	-4.868916	8.635098	10.764666	-17.530704	0.064928
8622.335198	 5166565	-0.097407	0.000000	-0.251894	66.007034	819.213440	62.420929	206.354996	-14.799083	-79.797157	-0.040757	0.000000	2.361049	1.889903	-4.477182	8.740860	10.570847	-17.578522	0.182476
8622.336870	 5166566	-0.097192	0.000000	-0.251765	65.829277	818.809509	62.505432	206.147202	-14.575953	-79.581421	-0.084800	0.000000	2.608881	1.938671	-3.953229	8.937922	10.313506	-17.554747	0.335234
8622.338537	 5166567	-0.096913	0.000000	-0.251638	65.567375	818.195190	62.501518	205.888855	-14.276175	-79.294067	-0.153300	0.000000	2.996099	2.011390	-3.332747	9.217662	9.985241	-17.414930	0.510910
8622.340192	 5166568	-0.096576	0.000000	-0.251490	65.180580	817.358093	62.363342	205.557678	-13.883375	-78.936829	-0.267328	0.000000	3.643930	2.114920	-2.632004	9.533330	9.590840	-17.118334	0.703609
8622.341859	 5166569	-0.096177	0.000000	-0.251306	64.645943	816.296692	62.054253	205.139877	-13.389807	-78.509193	-0.493967	0.000000	4.940309	2.239024	-1.851324	9.824449	9.146113	-16.625460	0.914493
8622.343529	 5166570	-0.095733	0.000000	-0.251082	63.979698	815.040466	61.554028	204.642151	-12.819169	-78.026497	-1.088762	0.000000	8.378092	2.350112	-1.037100	10.020124	8.688919	-15.915944	1.129155
8622.345197	 5166571	-0.095269	0.000000	-0.250805	63.217800	813.631470	60.873940	204.062988	-12.201763	-77.514183	-4.797457	0.000000	30.004896	2.406364	-0.274915	10.052927	8.248797	-14.981811	1.318893
8622.346860	 5166572	-0.094812	0.000000	-0.250437	62.406788	812.125610	60.055298	203.386093	-11.553450	-76.999283	4.385119	0.000000	-23.622478	2.377818	0.331302	9.862783	7.826177	-13.836702	1.452799
8622.348530	 5166573	-0.094382	0.000000	-0.249931	61.583923	810.578918	59.151974	202.588760	-10.877850	-76.504051	2.161465	0.000000	-10.632967	2.250074	0.696321	9.401290	7.403954	-12.508589	1.505073
8622.350198	 5166574	-0.094005	0.000000	-0.249250	60.783485	809.070190	58.226898	201.660477	-10.184188	-76.056633	1.830539	0.000000	-8.756220	2.026784	0.797816	8.652745	6.985850	-11.051663	1.460432
8622.351863	 5166575	-0.093705	0.000000	-0.248371	60.032574	807.651123	57.322849	200.596802	-9.481397	-75.680817	1.926018	0.000000	-9.604164	1.731799	0.686786	7.639101	6.596005	-9.521298	1.322762
8622.353532	 5166576	-0.093498	0.000000	-0.247293	59.345249	806.325500	56.457329	199.398254	-8.784225	-75.389992	2.565377	0.000000	-14.438432	1.394895	0.432693	6.410072	6.247408	-7.960531	1.110021
8622.355195	 5166577	-0.093391	0.000000	-0.246032	58.730392	805.091919	55.646606	198.078629	-8.120465	-75.188332	9.329103	0.000000	-65.422867	1.044203	0.090558	5.053219	5.924546	-6.433392	0.844822
8622.356867	 5166578	-0.093371	0.000000	-0.244583	58.171112	803.931580	54.891518	196.628174	-7.503142	-75.063583	-1.649079	0.000000	17.013863	0.704236	-0.328286	3.654443	5.585408	-4.992102	0.541369
8622.358531	 5166579	-0.093417	0.000000	-0.242961	57.639732	802.869568	54.181377	195.065796	-6.948268	-75.001282	-0.263267	0.000000	6.244700	0.410576	-0.832361	2.328836	5.197842	-3.712171	0.219133
8622.360194	 5166580	-0.093508	0.000000	-0.241174	57.109512	801.920776	53.462143	193.402100	-6.460884	-74.985886	0.068247	0.000000	3.432680	0.183280	-1.380442	1.164792	4.738615	-2.636359	-0.094212
8622.361862	 5166581	-0.093625	0.000000	-0.239266	56.587410	801.048889	52.678741	191.664124	-6.054228	-74.997932	0.194544	0.000000	2.272433	0.015009	-1.846310	0.240363	4.195614	-1.793337	-0.359189
8622.363525	 5166582	-0.093747	0.000000	-0.237330	56.111481	800.169556	51.799580	189.904449	-5.759112	-75.013329	0.257732	0.000000	1.693139	-0.110958	-2.109601	-0.372387	3.571849	-1.201122	-0.543711
8622.365198	 5166583	-0.093856	0.000000	-0.235418	55.722725	799.173767	50.805988	188.139648	-5.600659	-75.007576	0.300607	0.000000	1.341434	-0.196279	-2.131203	-0.640493	2.858867	-0.857424	-0.640655
8622.366862	 5166584	-0.093931	0.000000	-0.233586	55.447384	797.988708	49.736721	186.399063	-5.579572	-74.955894	0.338274	0.000000	1.061890	-0.239623	-1.932526	-0.566847	2.052131	-0.753713	-0.653724
8622.368534	 5166585	-0.093951	0.000000	-0.231823	55.267166	796.563904	48.633694	184.661957	-5.670680	-74.837921	0.377455	0.000000	0.726794	-0.256819	-1.557763	-0.187973	1.132172	-0.856715	-0.587985
8622.370196	 5166586	-0.093905	0.000000	-0.230132	55.148632	794.933167	47.564835	182.939224	-5.843908	-74.648354	0.424590	0.000000	0.099580	-0.265091	-1.050914	0.425908	0.104650	-1.117841	-0.446207
8622.371867	 5166587	-0.093799	0.000000	-0.228468	55.056606	793.134033	46.570690	181.205566	-6.075233	-74.395386	0.535965	0.000000	-2.392401	-0.267269	-0.428893	1.178857	-1.026084	-1.482275	-0.229872
8622.373525	 5166588	-0.093654	0.000000	-0.226833	54.971989	791.231995	45.692799	179.477814	-6.344468	-74.101845	0.163652	0.000000	7.566398	-0.260059	0.291871	1.942957	-2.208414	-1.884590	0.047765
8622.375194	 5166589	-0.093487	0.000000	-0.225220	54.892300	789.198975	44.925705	177.743073	-6.632525	-73.779945	0.335425	0.000000	3.116962	-0.248121	1.095028	2.611413	-3.413162	-2.266835	0.367300
8622.376863	 5166590	-0.093312	0.000000	-0.223655	54.821579	787.012207	44.266758	176.018906	-6.898952	-73.437729	0.364358	0.000000	2.398987	-0.227401	1.917493	3.083719	-4.600041	-2.572579	0.698653
